"age","education","occupation","sex","native-country","class (income)"
52,"Bachelors","Exec-managerial","Male","United-States",">50K"
33,"Masters","Prof-specialty","Male","United-States","<=50K"
17,"11th","Other-service","Female","United-States","<=50K"
28,"Bachelors","Exec-managerial","Female","United-States","<=50K"
52,"HS-grad","Adm-clerical","Female","United-States","<=50K"
34,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
25,"Bachelors","Prof-specialty","Female","United-States","<=50K"
17,"9th","Other-service","Male","United-States","<=50K"
22,"HS-grad","Other-service","Male","United-States","<=50K"
22,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
46,"Some-college","Sales","Male","United-States",">50K"
58,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
39,"Some-college","Sales","Female","United-States","<=50K"
59,"Some-college","Other-service","Female","Poland","<=50K"
61,"HS-grad","Adm-clerical","Male","United-States","<=50K"
32,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
50,"Bachelors","Exec-managerial","Male","Philippines",">50K"
51,"HS-grad","Craft-repair","Male","United-States","<=50K"
20,"Some-college","Craft-repair","Male","United-States","<=50K"
38,"Bachelors","Exec-managerial","Male","United-States","<=50K"
44,"Assoc-voc","Craft-repair","Male","United-States",">50K"
28,"Assoc-voc","Sales","Male","United-States","<=50K"
50,"Masters","Prof-specialty","Female","United-States","<=50K"
53,"Doctorate","Prof-specialty","Male","United-States","<=50K"
42,"Bachelors","Sales","Male","United-States","<=50K"
47,"Masters","Prof-specialty","Male","India","<=50K"
39,"HS-grad","Adm-clerical","Female","United-States",">50K"
38,"HS-grad","Farming-fishing","Male","United-States","<=50K"
34,"Bachelors","Prof-specialty","Male","United-States","<=50K"
40,"Some-college","Prof-specialty","Female","United-States","<=50K"
63,"Some-college","Sales","Female","United-States","<=50K"
53,"Some-college","Exec-managerial","Female","United-States",">50K"
43,"Assoc-voc","Prof-specialty","Male","United-States","<=50K"
28,"Some-college","Exec-managerial","Male","United-States","<=50K"
68,"HS-grad","Exec-managerial","Female","United-States",">50K"
46,"Bachelors","Prof-specialty","Male","United-States","<=50K"
57,"HS-grad","Adm-clerical","Female","United-States","<=50K"
38,"HS-grad","Adm-clerical","Female","United-States","<=50K"
66,"Masters","Sales","Male","United-States","<=50K"
29,"Assoc-acdm","Sales","Female","United-States","<=50K"
54,"Bachelors","Sales","Male","United-States",">50K"
38,"HS-grad","Prof-specialty","Male","United-States","<=50K"
35,"11th","Priv-house-serv","Female","Mexico","<=50K"
30,"Bachelors","Prof-specialty","Female","United-States","<=50K"
39,"HS-grad","Adm-clerical","Female","United-States","<=50K"
31,"Masters","Prof-specialty","Male","United-States","<=50K"
50,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
30,"HS-grad","Craft-repair","Male","United-States","<=50K"
25,"Bachelors","Sales","Female","United-States","<=50K"
24,"Bachelors","Priv-house-serv","Female","France","<=50K"
59,"HS-grad","Protective-serv","Female","United-States","<=50K"
45,"Bachelors","Adm-clerical","Male","United-States","<=50K"
64,"5th-6th","Other-service","Female","Cuba","<=50K"
61,"12th","Other-service","Female","United-States","<=50K"
42,"Assoc-voc","Tech-support","Female","United-States","<=50K"
28,"5th-6th","Machine-op-inspct","Male","Mexico","<=50K"
53,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
33,"11th","Handlers-cleaners","Male","United-States","<=50K"
34,"Masters","Prof-specialty","Male","United-States","<=50K"
41,"Some-college","Other-service","Male","United-States","<=50K"
67,"Some-college","Handlers-cleaners","Male","Cuba",">50K"
46,"Assoc-acdm","Prof-specialty","Female","United-States","<=50K"
32,"HS-grad","Sales","Female","United-States","<=50K"
41,"HS-grad","Transport-moving","Male","United-States","<=50K"
30,"Bachelors","Prof-specialty","Male","United-States","<=50K"
54,"Bachelors","Exec-managerial","Male","United-States","<=50K"
33,"HS-grad","Other-service","Male","United-States","<=50K"
34,"Bachelors","Exec-managerial","Female","United-States","<=50K"
45,"Some-college","Adm-clerical","Female","United-States","<=50K"
21,"HS-grad","Other-service","Male","United-States","<=50K"
25,"Bachelors","Prof-specialty","Male","United-States","<=50K"
38,"HS-grad","Craft-repair","Male","United-States","<=50K"
17,"11th","Craft-repair","Female","United-States","<=50K"
35,"HS-grad","Sales","Female","United-States","<=50K"
38,"Bachelors","Craft-repair","Male","United-States","<=50K"
48,"Assoc-acdm","Protective-serv","Male","United-States",">50K"
25,"HS-grad","Other-service","Male","Japan","<=50K"
57,"Masters","Exec-managerial","Male","Cuba","<=50K"
32,"Bachelors","Exec-managerial","Female","United-States",">50K"
39,"Bachelors","Prof-specialty","Male","United-States","<=50K"
23,"Bachelors","Adm-clerical","Female","United-States","<=50K"
21,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
47,"HS-grad","Adm-clerical","Female","United-States","<=50K"
25,"7th-8th","Machine-op-inspct","Female","Dominican-Republic","<=50K"
41,"Some-college","Adm-clerical","Male","United-States","<=50K"
19,"HS-grad","Other-service","Female","United-States","<=50K"
24,"HS-grad","Craft-repair","Male","United-States","<=50K"
57,"Bachelors","Exec-managerial","Male","United-States",">50K"
32,"HS-grad","Transport-moving","Male","United-States","<=50K"
28,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
40,"Bachelors","Exec-managerial","Male","United-States",">50K"
21,"Some-college","Prof-specialty","Male","United-States","<=50K"
45,"Bachelors","Sales","Male","United-States",">50K"
55,"10th","Transport-moving","Male","United-States","<=50K"
42,"Some-college","Adm-clerical","Male","United-States","<=50K"
49,"HS-grad","Adm-clerical","Male","United-States","<=50K"
38,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
50,"Bachelors","Exec-managerial","Male","United-States","<=50K"
47,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
39,"Bachelors","Sales","Male","Canada",">50K"
42,"HS-grad","Transport-moving","Male","United-States","<=50K"
32,"HS-grad","Craft-repair","Female","United-States","<=50K"
44,"Assoc-acdm","Exec-managerial","Female","United-States","<=50K"
50,"Prof-school","Prof-specialty","Male","United-States",">50K"
55,"HS-grad","Adm-clerical","Female","United-States","<=50K"
37,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
59,"HS-grad","Adm-clerical","Female","United-States","<=50K"
56,"11th","Transport-moving","Male","United-States","<=50K"
33,"12th","Craft-repair","Male","United-States","<=50K"
35,"Bachelors","Tech-support","Male","United-States",">50K"
44,"HS-grad","Other-service","Male","United-States","<=50K"
57,"HS-grad","Exec-managerial","Male","United-States",">50K"
31,"Some-college","Exec-managerial","Female","United-States","<=50K"
18,"11th","Sales","Female","United-States","<=50K"
43,"HS-grad","Craft-repair","Male","United-States","<=50K"
33,"HS-grad","Craft-repair","Male","United-States","<=50K"
18,"Some-college","Adm-clerical","Male","United-States","<=50K"
47,"Bachelors","Adm-clerical","Male","United-States","<=50K"
53,"HS-grad","Other-service","Female","United-States","<=50K"
59,"Assoc-voc","Exec-managerial","Male","United-States",">50K"
49,"10th","Exec-managerial","Male","United-States","<=50K"
26,"Assoc-acdm","Craft-repair","Male","United-States","<=50K"
25,"HS-grad","Handlers-cleaners","Male","England","<=50K"
36,"Masters","Prof-specialty","Female","United-States","<=50K"
29,"HS-grad","Exec-managerial","Female","United-States","<=50K"
52,"10th","Other-service","Female","United-States","<=50K"
50,"Bachelors","Sales","Male","United-States","<=50K"
22,"Bachelors","Exec-managerial","Female","United-States","<=50K"
44,"Masters","Exec-managerial","Female","United-States","<=50K"
32,"Assoc-voc","Handlers-cleaners","Male","United-States",">50K"
49,"HS-grad","Adm-clerical","Female","United-States","<=50K"
31,"1st-4th","Farming-fishing","Male","Mexico","<=50K"
33,"HS-grad","Other-service","Male","United-States","<=50K"
50,"HS-grad","Sales","Female","United-States","<=50K"
26,"Some-college","Adm-clerical","Female","United-States","<=50K"
55,"Bachelors","Prof-specialty","Male","United-States",">50K"
49,"HS-grad","Exec-managerial","Female","United-States","<=50K"
22,"HS-grad","Sales","Female","United-States","<=50K"
43,"Bachelors","Exec-managerial","Male","United-States",">50K"
58,"Some-college","Prof-specialty","Male","United-States","<=50K"
48,"Masters","Prof-specialty","Male","United-States",">50K"
21,"11th","Other-service","Male","United-States","<=50K"
67,"7th-8th","Other-service","Female","United-States","<=50K"
39,"11th","Transport-moving","Male","United-States","<=50K"
52,"Assoc-voc","Farming-fishing","Female","United-States","<=50K"
25,"Bachelors","Prof-specialty","Male","United-States","<=50K"
27,"Some-college","Exec-managerial","Male","United-States",">50K"
18,"11th","Sales","Female","United-States","<=50K"
41,"HS-grad","Transport-moving","Male","United-States",">50K"
59,"Doctorate","Prof-specialty","Male","United-States","<=50K"
23,"Assoc-acdm","Other-service","Male","United-States","<=50K"
42,"HS-grad","Other-service","Female","United-States","<=50K"
54,"Prof-school","Prof-specialty","Male","United-States",">50K"
39,"HS-grad","Craft-repair","Male","United-States","<=50K"
57,"9th","Other-service","Male","United-States","<=50K"
51,"10th","Other-service","Female","United-States","<=50K"
31,"7th-8th","Craft-repair","Male","United-States","<=50K"
24,"Some-college","Adm-clerical","Female","United-States","<=50K"
35,"Some-college","Craft-repair","Male","United-States","<=50K"
26,"Bachelors","Exec-managerial","Female","United-States","<=50K"
42,"Doctorate","Prof-specialty","Male","United-States",">50K"
31,"HS-grad","Craft-repair","Male","United-States","<=50K"
46,"Bachelors","Transport-moving","Male","United-States",">50K"
38,"Bachelors","Exec-managerial","Male","United-States","<=50K"
51,"Bachelors","Farming-fishing","Male","Canada","<=50K"
27,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
22,"Some-college","Transport-moving","Male","United-States",">50K"
25,"Bachelors","Handlers-cleaners","Male","United-States","<=50K"
58,"Bachelors","Exec-managerial","Male","United-States",">50K"
23,"Some-college","Prof-specialty","Male","United-States","<=50K"
63,"5th-6th","Other-service","Female","Philippines","<=50K"
23,"9th","Other-service","Male","United-States","<=50K"
51,"Masters","Sales","Male","United-States",">50K"
75,"Preschool","Priv-house-serv","Female","Philippines","<=50K"
52,"Some-college","Sales","Female","United-States","<=50K"
69,"HS-grad","Sales","Male","United-States","<=50K"
40,"HS-grad","Adm-clerical","Female","United-States","<=50K"
34,"Doctorate","Prof-specialty","Male","United-States",">50K"
21,"Some-college","Prof-specialty","Female","United-States","<=50K"
30,"Bachelors","Prof-specialty","Female","United-States","<=50K"
46,"5th-6th","Transport-moving","Male","United-States","<=50K"
21,"Some-college","Adm-clerical","Female","United-States","<=50K"
44,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
51,"HS-grad","Adm-clerical","Female","United-States","<=50K"
40,"HS-grad","Adm-clerical","Female","United-States","<=50K"
33,"HS-grad","Protective-serv","Male","United-States","<=50K"
22,"HS-grad","Craft-repair","Male","United-States","<=50K"
23,"HS-grad","Exec-managerial","Male","United-States","<=50K"
75,"Some-college","Craft-repair","Male","United-States","<=50K"
55,"11th","Handlers-cleaners","Female","United-States","<=50K"
45,"Some-college","Craft-repair","Male","United-States",">50K"
31,"HS-grad","Other-service","Male","United-States","<=50K"
49,"HS-grad","Adm-clerical","Male","United-States",">50K"
26,"Bachelors","Prof-specialty","Female","United-States","<=50K"
61,"Masters","Sales","Male","United-States","<=50K"
44,"Masters","Adm-clerical","Male","United-States","<=50K"
28,"Some-college","Adm-clerical","Female","United-States","<=50K"
51,"HS-grad","Other-service","Female","United-States","<=50K"
44,"Doctorate","Prof-specialty","Male","United-States","<=50K"
24,"Bachelors","Exec-managerial","Male","United-States","<=50K"
46,"Some-college","Exec-managerial","Male","United-States",">50K"
36,"HS-grad","Other-service","Female","United-States","<=50K"
23,"12th","Other-service","Female","United-States","<=50K"
25,"7th-8th","Handlers-cleaners","Male","Mexico","<=50K"
48,"Some-college","Sales","Male","United-States","<=50K"
18,"11th","Other-service","Female","United-States","<=50K"
25,"HS-grad","Craft-repair","Male","United-States","<=50K"
19,"HS-grad","Transport-moving","Male","United-States","<=50K"
33,"HS-grad","Adm-clerical","Male","United-States","<=50K"
42,"HS-grad","Other-service","Female","United-States","<=50K"
22,"Some-college","Adm-clerical","Female","United-States","<=50K"
36,"Bachelors","Prof-specialty","Male","United-States",">50K"
33,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
34,"HS-grad","Exec-managerial","Male","United-States","<=50K"
33,"Masters","Prof-specialty","Male","United-States","<=50K"
62,"Prof-school","Prof-specialty","Male","United-States",">50K"
30,"Some-college","Exec-managerial","Female","United-States","<=50K"
22,"Some-college","Adm-clerical","Female","United-States","<=50K"
34,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
43,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
25,"Bachelors","Craft-repair","Male","United-States","<=50K"
35,"HS-grad","Other-service","Female","United-States","<=50K"
28,"Assoc-acdm","Other-service","Female","United-States","<=50K"
28,"Some-college","Sales","Female","United-States","<=50K"
25,"HS-grad","Handlers-cleaners","Female","United-States","<=50K"
40,"HS-grad","Craft-repair","Male","United-States",">50K"
35,"9th","Craft-repair","Male","Mexico","<=50K"
48,"7th-8th","Farming-fishing","Male","United-States","<=50K"
63,"HS-grad","Craft-repair","Male","United-States","<=50K"
31,"Bachelors","Adm-clerical","Female","United-States",">50K"
36,"Assoc-acdm","Craft-repair","Male","United-States","<=50K"
39,"Some-college","Machine-op-inspct","Male","United-States","<=50K"
24,"HS-grad","Other-service","Female","United-States","<=50K"
32,"Bachelors","Prof-specialty","Male","United-States","<=50K"
46,"Preschool","Machine-op-inspct","Female","Mexico","<=50K"
19,"HS-grad","Sales","Male","United-States","<=50K"
30,"Some-college","Tech-support","Male","United-States","<=50K"
35,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
33,"HS-grad","Transport-moving","Male","United-States","<=50K"
25,"HS-grad","Craft-repair","Male","United-States","<=50K"
64,"HS-grad","Other-service","Male","United-States",">50K"
18,"HS-grad","Other-service","Female","United-States","<=50K"
59,"11th","Craft-repair","Male","United-States","<=50K"
45,"HS-grad","Protective-serv","Female","United-States","<=50K"
30,"Doctorate","Prof-specialty","Female","United-States","<=50K"
24,"5th-6th","Machine-op-inspct","Female","Mexico","<=50K"
22,"HS-grad","Other-service","Female","United-States","<=50K"
49,"Some-college","Craft-repair","Male","United-States",">50K"
35,"12th","Machine-op-inspct","Male","United-States","<=50K"
48,"Masters","Prof-specialty","Female","United-States","<=50K"
18,"12th","Sales","Female","United-States","<=50K"
35,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
27,"HS-grad","Exec-managerial","Male","United-States","<=50K"
28,"Bachelors","Craft-repair","Male","United-States","<=50K"
26,"Some-college","Other-service","Female","United-States","<=50K"
44,"Bachelors","Prof-specialty","Male","United-States",">50K"
39,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
40,"Bachelors","Craft-repair","Male","United-States","<=50K"
70,"Bachelors","Prof-specialty","Male","United-States",">50K"
34,"Masters","Exec-managerial","Female","United-States","<=50K"
34,"Assoc-acdm","Adm-clerical","Male","United-States","<=50K"
66,"Some-college","Exec-managerial","Male","United-States","<=50K"
40,"HS-grad","Transport-moving","Male","United-States","<=50K"
61,"HS-grad","Exec-managerial","Male","United-States",">50K"
59,"7th-8th","Craft-repair","Male","United-States","<=50K"
47,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
33,"Bachelors","Prof-specialty","Male","United-States",">50K"
18,"11th","Other-service","Male","United-States","<=50K"
25,"9th","Craft-repair","Male","United-States","<=50K"
22,"Some-college","Adm-clerical","Male","United-States","<=50K"
40,"Bachelors","Protective-serv","Male","United-States",">50K"
30,"Assoc-acdm","Adm-clerical","Female","United-States","<=50K"
73,"7th-8th","Farming-fishing","Male","United-States",">50K"
45,"7th-8th","Craft-repair","Male","United-States","<=50K"
23,"11th","Adm-clerical","Male","United-States","<=50K"
40,"Bachelors","Sales","Male","United-States",">50K"
39,"Bachelors","Exec-managerial","Male","United-States",">50K"
23,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
51,"HS-grad","Craft-repair","Male","United-States","<=50K"
53,"HS-grad","Farming-fishing","Male","United-States","<=50K"
24,"Bachelors","Tech-support","Male","United-States","<=50K"
53,"Bachelors","Exec-managerial","Male","United-States","<=50K"
49,"Doctorate","Prof-specialty","Male","United-States","<=50K"
34,"HS-grad","Craft-repair","Male","United-States","<=50K"
37,"HS-grad","Craft-repair","Male","United-States","<=50K"
40,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
23,"Some-college","Prof-specialty","Female","United-States","<=50K"
36,"Masters","Adm-clerical","Male","United-States",">50K"
35,"Bachelors","Tech-support","Female","United-States","<=50K"
53,"Bachelors","Exec-managerial","Female","United-States",">50K"
42,"Some-college","Transport-moving","Male","United-States",">50K"
32,"Masters","Exec-managerial","Female","United-States","<=50K"
33,"HS-grad","Adm-clerical","Female","United-States","<=50K"
59,"HS-grad","Craft-repair","Male","United-States","<=50K"
36,"Some-college","Machine-op-inspct","Male","United-States","<=50K"
37,"Prof-school","Prof-specialty","Male","Cuba",">50K"
31,"Some-college","Sales","Male","United-States","<=50K"
46,"Bachelors","Protective-serv","Male","United-States","<=50K"
44,"Bachelors","Prof-specialty","Female","United-States","<=50K"
27,"Bachelors","Exec-managerial","Male","United-States",">50K"
29,"HS-grad","Farming-fishing","Male","United-States","<=50K"
39,"Some-college","Exec-managerial","Male","United-States","<=50K"
62,"HS-grad","Farming-fishing","Male","United-States","<=50K"
42,"HS-grad","Exec-managerial","Female","United-States","<=50K"
60,"Masters","Prof-specialty","Male","United-States",">50K"
35,"Bachelors","Exec-managerial","Female","United-States","<=50K"
39,"Some-college","Machine-op-inspct","Male","United-States","<=50K"
34,"Assoc-acdm","Adm-clerical","Female","United-States","<=50K"
22,"Some-college","Adm-clerical","Male","United-States","<=50K"
44,"Assoc-voc","Craft-repair","Male","United-States",">50K"
44,"HS-grad","Adm-clerical","Female","United-States","<=50K"
49,"Bachelors","Exec-managerial","Female","United-States","<=50K"
21,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
52,"11th","Handlers-cleaners","Male","United-States","<=50K"
39,"Bachelors","Prof-specialty","Male","United-States",">50K"
23,"Bachelors","Prof-specialty","Male","United-States","<=50K"
54,"HS-grad","Craft-repair","Male","United-States","<=50K"
31,"HS-grad","Other-service","Female","United-States","<=50K"
30,"Masters","Adm-clerical","Female","United-States","<=50K"
21,"Some-college","Sales","Male","United-States","<=50K"
38,"Bachelors","Protective-serv","Male","Philippines",">50K"
51,"Some-college","Transport-moving","Male","United-States",">50K"
34,"Doctorate","Prof-specialty","Male","United-States",">50K"
22,"Bachelors","Exec-managerial","Female","United-States","<=50K"
26,"Bachelors","Exec-managerial","Male","United-States","<=50K"
26,"Some-college","Other-service","Female","United-States","<=50K"
41,"Some-college","Craft-repair","Male","United-States",">50K"
35,"Bachelors","Sales","Male","United-States",">50K"
27,"Some-college","Transport-moving","Male","United-States","<=50K"
65,"Some-college","Protective-serv","Male","United-States","<=50K"
31,"11th","Farming-fishing","Male","Mexico","<=50K"
45,"Prof-school","Prof-specialty","Male","United-States",">50K"
37,"Assoc-acdm","Transport-moving","Male","United-States",">50K"
47,"HS-grad","Transport-moving","Male","United-States",">50K"
47,"Assoc-acdm","Exec-managerial","Male","United-States",">50K"
33,"HS-grad","Prof-specialty","Male","United-States","<=50K"
40,"10th","Craft-repair","Male","United-States","<=50K"
38,"Some-college","Craft-repair","Male","Philippines",">50K"
21,"Some-college","Sales","Male","United-States","<=50K"
40,"HS-grad","Adm-clerical","Male","Mexico","<=50K"
33,"HS-grad","Transport-moving","Male","United-States","<=50K"
29,"Some-college","Tech-support","Male","United-States","<=50K"
41,"Some-college","Transport-moving","Male","United-States","<=50K"
20,"Some-college","Exec-managerial","Male","United-States","<=50K"
34,"10th","Farming-fishing","Male","United-States","<=50K"
78,"Bachelors","Exec-managerial","Male","United-States",">50K"
46,"HS-grad","Craft-repair","Male","United-States",">50K"
40,"Assoc-voc","Prof-specialty","Male","United-States",">50K"
59,"Some-college","Exec-managerial","Male","United-States",">50K"
23,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
23,"Some-college","Adm-clerical","Male","United-States","<=50K"
47,"Some-college","Craft-repair","Male","United-States","<=50K"
31,"Bachelors","Other-service","Male","United-States",">50K"
42,"Some-college","Handlers-cleaners","Male","United-States",">50K"
46,"HS-grad","Prof-specialty","Female","United-States","<=50K"
29,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
21,"HS-grad","Adm-clerical","Male","United-States","<=50K"
55,"HS-grad","Craft-repair","Male","United-States",">50K"
38,"Assoc-voc","Tech-support","Female","United-States","<=50K"
44,"Masters","Exec-managerial","Male","United-States","<=50K"
61,"Some-college","Exec-managerial","Male","United-States",">50K"
38,"Bachelors","Exec-managerial","Male","United-States","<=50K"
50,"Bachelors","Prof-specialty","Male","Italy",">50K"
53,"Masters","Prof-specialty","Male","United-States",">50K"
37,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
49,"Masters","Exec-managerial","Male","United-States",">50K"
30,"Some-college","Machine-op-inspct","Male","United-States",">50K"
19,"Assoc-voc","Prof-specialty","Female","United-States","<=50K"
59,"HS-grad","Prof-specialty","Male","England","<=50K"
43,"Bachelors","Exec-managerial","Male","United-States","<=50K"
29,"Bachelors","Prof-specialty","Male","United-States","<=50K"
49,"Prof-school","Prof-specialty","Male","United-States","<=50K"
36,"HS-grad","Transport-moving","Male","United-States","<=50K"
26,"11th","Other-service","Male","United-States","<=50K"
18,"Some-college","Sales","Female","United-States","<=50K"
60,"Some-college","Sales","Female","United-States","<=50K"
43,"HS-grad","Adm-clerical","Female","United-States","<=50K"
42,"HS-grad","Other-service","Female","United-States","<=50K"
41,"HS-grad","Sales","Male","United-States","<=50K"
55,"Masters","Prof-specialty","Male","United-States",">50K"
31,"Bachelors","Adm-clerical","Female","United-States","<=50K"
20,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
37,"Masters","Exec-managerial","Male","United-States",">50K"
51,"Some-college","Craft-repair","Male","United-States","<=50K"
28,"Some-college","Sales","Male","United-States",">50K"
24,"Assoc-voc","Sales","Female","United-States","<=50K"
21,"Some-college","Adm-clerical","Female","United-States","<=50K"
21,"HS-grad","Sales","Male","United-States","<=50K"
35,"HS-grad","Adm-clerical","Female","United-States","<=50K"
30,"Some-college","Craft-repair","Male","Mexico","<=50K"
44,"HS-grad","Craft-repair","Male","United-States","<=50K"
45,"Bachelors","Craft-repair","Male","Japan",">50K"
42,"10th","Exec-managerial","Male","United-States","<=50K"
32,"Bachelors","Exec-managerial","Female","United-States","<=50K"
33,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
27,"9th","Craft-repair","Male","United-States","<=50K"
17,"10th","Other-service","Female","United-States","<=50K"
45,"HS-grad","Adm-clerical","Female","United-States","<=50K"
41,"Bachelors","Prof-specialty","Male","United-States","<=50K"
19,"Some-college","Machine-op-inspct","Female","United-States","<=50K"
45,"Assoc-voc","Other-service","Female","United-States","<=50K"
41,"Doctorate","Prof-specialty","Male","United-States",">50K"
34,"HS-grad","Other-service","Female","United-States","<=50K"
33,"Bachelors","Adm-clerical","Male","United-States",">50K"
51,"Bachelors","Sales","Female","United-States","<=50K"
33,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
23,"Some-college","Handlers-cleaners","Female","United-States","<=50K"
52,"Bachelors","Prof-specialty","Male","United-States",">50K"
25,"HS-grad","Adm-clerical","Female","United-States","<=50K"
64,"9th","Transport-moving","Male","United-States","<=50K"
42,"Masters","Prof-specialty","Male","United-States",">50K"
29,"HS-grad","Transport-moving","Male","United-States","<=50K"
26,"Bachelors","Prof-specialty","Female","United-States","<=50K"
24,"10th","Other-service","Male","Mexico","<=50K"
43,"Some-college","Exec-managerial","Male","United-States",">50K"
38,"10th","Craft-repair","Male","United-States",">50K"
28,"Bachelors","Sales","Male","United-States",">50K"
44,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
55,"HS-grad","Exec-managerial","Male","United-States",">50K"
52,"11th","Other-service","Female","United-States","<=50K"
31,"Bachelors","Prof-specialty","Male","United-States",">50K"
35,"HS-grad","Adm-clerical","Female","United-States","<=50K"
39,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
27,"HS-grad","Transport-moving","Male","United-States","<=50K"
23,"Some-college","Adm-clerical","Male","United-States","<=50K"
26,"11th","Craft-repair","Male","United-States","<=50K"
33,"Assoc-voc","Other-service","Male","Cuba","<=50K"
39,"Some-college","Craft-repair","Female","United-States","<=50K"
44,"HS-grad","Transport-moving","Male","United-States","<=50K"
38,"HS-grad","Exec-managerial","Female","United-States","<=50K"
18,"12th","Other-service","Male","United-States","<=50K"
54,"HS-grad","Other-service","Female","United-States","<=50K"
45,"HS-grad","Adm-clerical","Female","United-States","<=50K"
43,"Masters","Exec-managerial","Male","India",">50K"
23,"Bachelors","Prof-specialty","Female","United-States","<=50K"
37,"Some-college","Exec-managerial","Male","United-States","<=50K"
33,"11th","Craft-repair","Male","United-States","<=50K"
45,"Bachelors","Transport-moving","Male","United-States",">50K"
32,"Bachelors","Exec-managerial","Male","United-States","<=50K"
47,"7th-8th","Craft-repair","Male","United-States","<=50K"
44,"Assoc-acdm","Prof-specialty","Male","United-States",">50K"
22,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
17,"11th","Sales","Male","United-States","<=50K"
64,"Doctorate","Exec-managerial","Male","United-States",">50K"
30,"Bachelors","Protective-serv","Male","United-States",">50K"
51,"Bachelors","Prof-specialty","Male","United-States",">50K"
26,"HS-grad","Protective-serv","Male","United-States","<=50K"
31,"Some-college","Sales","Female","United-States","<=50K"
50,"11th","Craft-repair","Male","United-States","<=50K"
63,"HS-grad","Exec-managerial","Female","United-States","<=50K"
48,"Assoc-voc","Exec-managerial","Male","United-States",">50K"
37,"Bachelors","Sales","Male","United-States",">50K"
29,"HS-grad","Exec-managerial","Female","United-States","<=50K"
69,"Masters","Prof-specialty","Male","United-States","<=50K"
56,"HS-grad","Transport-moving","Male","United-States","<=50K"
39,"Masters","Prof-specialty","Male","United-States",">50K"
42,"HS-grad","Other-service","Female","United-States","<=50K"
41,"HS-grad","Tech-support","Male","United-States",">50K"
45,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
23,"Some-college","Adm-clerical","Male","United-States","<=50K"
29,"Bachelors","Prof-specialty","Male","United-States",">50K"
34,"Some-college","Craft-repair","Male","United-States","<=50K"
46,"Bachelors","Prof-specialty","Female","United-States",">50K"
46,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
33,"5th-6th","Other-service","Female","Mexico","<=50K"
46,"Assoc-voc","Adm-clerical","Male","United-States","<=50K"
26,"HS-grad","Other-service","Female","United-States","<=50K"
49,"Bachelors","Prof-specialty","Female","France","<=50K"
55,"HS-grad","Tech-support","Female","United-States",">50K"
35,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
27,"Some-college","Adm-clerical","Female","United-States","<=50K"
31,"HS-grad","Exec-managerial","Female","United-States","<=50K"
47,"Some-college","Adm-clerical","Female","Germany","<=50K"
48,"HS-grad","Craft-repair","Male","United-States",">50K"
27,"Some-college","Adm-clerical","Female","United-States","<=50K"
38,"HS-grad","Adm-clerical","Female","United-States","<=50K"
27,"HS-grad","Exec-managerial","Female","United-States","<=50K"
17,"12th","Other-service","Male","United-States","<=50K"
44,"Bachelors","Exec-managerial","Male","United-States",">50K"
26,"HS-grad","Sales","Male","United-States","<=50K"
37,"HS-grad","Transport-moving","Female","United-States","<=50K"
49,"Bachelors","Exec-managerial","Male","United-States",">50K"
42,"HS-grad","Craft-repair","Male","United-States",">50K"
26,"Bachelors","Prof-specialty","Female","United-States","<=50K"
44,"Some-college","Craft-repair","Male","United-States","<=50K"
47,"Masters","Prof-specialty","Female","United-States","<=50K"
49,"Some-college","Tech-support","Male","United-States","<=50K"
