"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","class (income)"
36,"Private",285865,"Assoc-acdm",12,"Separated","Other-service","Unmarried","Black","Female",0,0,32,"United-States","<=50K"
50,"Federal-gov",299831,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,880,40,"United-States","<=50K"
47,"Private",162741,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",15024,0,40,"United-States",">50K"
48,"Private",204990,"HS-grad",9,"Never-married","Tech-support","Unmarried","Black","Female",0,0,33,"Jamaica","<=50K"
45,"Local-gov",159816,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,35,"United-States",">50K"
32,"Private",294121,"Assoc-acdm",12,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
31,"Private",234387,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
58,"Self-emp-not-inc",154537,"Bachelors",13,"Divorced","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
21,"Private",195532,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
28,"Private",190067,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,1564,40,"United-States",">50K"
32,"Private",203674,"Assoc-acdm",12,"Divorced","Prof-specialty","Unmarried","White","Female",0,880,36,"United-States","<=50K"
46,"Private",94809,"Some-college",10,"Divorced","Priv-house-serv","Unmarried","White","Female",0,0,30,"United-States","<=50K"
36,"Private",233571,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,4,"United-States","<=50K"
29,"Private",24562,"Bachelors",13,"Divorced","Other-service","Unmarried","Other","Female",0,0,40,"United-States","<=50K"
45,"Private",220213,"HS-grad",9,"Widowed","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Private",131588,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Female",0,0,45,"United-States","<=50K"
68,"Self-emp-not-inc",198554,"Some-college",10,"Divorced","Transport-moving","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
36,"Private",150042,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
28,"Private",219267,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,28,"United-States","<=50K"
84,"Private",132806,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,13,"United-States","<=50K"
33,"Federal-gov",137059,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,10,"United-States","<=50K"
30,"Private",164309,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
66,"Private",141085,"HS-grad",9,"Widowed","Priv-house-serv","Not-in-family","White","Female",0,0,8,"United-States","<=50K"
27,"Private",242207,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
38,"Private",135416,"Some-college",10,"Divorced","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
48,"Private",130812,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
44,"Local-gov",101689,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
18,"Private",144711,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,1721,40,"United-States","<=50K"
25,"Private",254781,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
46,"Private",154940,"Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
37,"Private",401998,"HS-grad",9,"Widowed","Machine-op-inspct","Unmarried","White","Female",0,0,20,"United-States","<=50K"
45,"Private",87583,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,14,"United-States","<=50K"
45,"Private",178922,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
29,"Private",122112,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,50,"United-States","<=50K"
45,"Local-gov",181758,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Self-emp-not-inc",140117,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
45,"Local-gov",166181,"HS-grad",9,"Divorced","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
36,"Local-gov",130620,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,40,"China",">50K"
48,"Private",114561,"Bachelors",13,"Married-spouse-absent","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,36,"Philippines",">50K"
45,"Local-gov",191776,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
43,"Private",128354,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Self-emp-inc",73431,"Bachelors",13,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
43,"Federal-gov",211763,"Doctorate",16,"Separated","Prof-specialty","Unmarried","Black","Female",0,0,24,"United-States",">50K"
20,"Private",122166,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",223352,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",1055,0,30,"United-States","<=50K"
21,"Private",211013,"9th",5,"Never-married","Other-service","Own-child","White","Female",0,0,50,"Mexico","<=50K"
19,"Private",356272,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
38,"Private",143538,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
20,"Private",151105,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K"
49,"Local-gov",46537,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",594,0,10,"United-States","<=50K"
38,"Private",266325,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,32,"United-States",">50K"
22,"Private",31387,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Own-child","Amer-Indian-Eskimo","Female",2885,0,25,"United-States","<=50K"
24,"Private",169532,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K"
49,"Private",198774,"Bachelors",13,"Divorced","Sales","Other-relative","White","Female",0,0,35,"United-States","<=50K"
64,"Private",146110,"Some-college",10,"Widowed","Other-service","Unmarried","White","Female",0,0,24,"United-States","<=50K"
44,"Private",92649,"HS-grad",9,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,40,"United-States",">50K"
23,"Private",276568,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
29,"Private",150861,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
51,"Private",87205,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,55,"England","<=50K"
20,"Private",94401,"HS-grad",9,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
23,"Private",198996,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
18,"Private",294253,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,27,"United-States","<=50K"
46,"Private",207301,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
36,"Local-gov",212856,"11th",7,"Never-married","Other-service","Unmarried","White","Female",0,0,23,"United-States","<=50K"
44,"Private",197389,"HS-grad",9,"Married-spouse-absent","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
30,"Private",174543,"Assoc-acdm",12,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"Private",202416,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
20,"Private",176178,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,35,"United-States","<=50K"
25,"Private",135845,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
23,"State-gov",199915,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,21,"United-States","<=50K"
42,"State-gov",167581,"Bachelors",13,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
30,"Private",302473,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
42,"Private",42346,"HS-grad",9,"Widowed","Exec-managerial","Not-in-family","Black","Female",0,0,35,"United-States","<=50K"
21,"Private",131620,"HS-grad",9,"Married-spouse-absent","Machine-op-inspct","Own-child","White","Female",0,0,40,"Dominican-Republic","<=50K"
47,"Private",158924,"HS-grad",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States","<=50K"
35,"Private",252897,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",14344,0,40,"United-States",">50K"
41,"Private",155657,"11th",7,"Never-married","Handlers-cleaners","Other-relative","Black","Female",0,0,40,"United-States","<=50K"
90,"Private",88991,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"England",">50K"
19,"Private",278915,"12th",8,"Never-married","Handlers-cleaners","Own-child","Black","Female",0,0,52,"United-States","<=50K"
19,"Private",271118,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,28,"United-States","<=50K"
26,"Local-gov",138597,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,25,"United-States","<=50K"
22,"Local-gov",163205,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,53,"United-States","<=50K"
32,"Private",48458,"HS-grad",9,"Never-married","Sales","Own-child","Black","Female",0,1669,45,"United-States","<=50K"
25,"Self-emp-not-inc",136450,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States",">50K"
23,"Private",193586,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,25,"United-States","<=50K"
28,"Private",271936,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
72,"Private",33404,"10th",6,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
54,"Private",213092,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
58,"Private",126104,"Masters",14,"Divorced","Adm-clerical","Not-in-family","White","Female",0,1980,45,"United-States","<=50K"
65,"Private",31924,"Some-college",10,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
65,"Private",185001,"10th",6,"Widowed","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
33,"Self-emp-not-inc",34102,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
27,"Private",289484,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
43,"State-gov",222978,"Doctorate",16,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States",">50K"
33,"Federal-gov",391122,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
54,"State-gov",188809,"Doctorate",16,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States",">50K"
31,"Private",158545,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,27,"United-States","<=50K"
23,"Private",313573,"Bachelors",13,"Never-married","Sales","Own-child","Black","Female",0,0,25,"United-States","<=50K"
23,"Private",520231,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
67,"Self-emp-not-inc",141085,"HS-grad",9,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
55,"Private",80167,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
39,"Private",99357,"Masters",14,"Divorced","Prof-specialty","Own-child","White","Female",1506,0,40,"United-States","<=50K"
24,"Private",82847,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,50,"Portugal",">50K"
18,"Private",192583,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
44,"Private",222978,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,1504,40,"United-States","<=50K"
20,"Private",91733,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,8,"United-States","<=50K"
44,"Private",205706,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private",181666,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K"
38,"Private",22494,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",7443,0,40,"United-States","<=50K"
18,"Private",210026,"10th",6,"Never-married","Other-service","Other-relative","White","Female",0,0,40,"United-States","<=50K"
63,"Private",188914,"HS-grad",9,"Widowed","Machine-op-inspct","Other-relative","Black","Female",0,0,40,"Haiti","<=50K"
68,"Self-emp-inc",136218,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,15,"United-States","<=50K"
50,"Private",193871,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
47,"Private",306183,"Some-college",10,"Divorced","Other-service","Own-child","White","Female",0,0,44,"United-States","<=50K"
54,"Private",124194,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
28,"Private",69847,"Bachelors",13,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,30,"United-States","<=50K"
26,"State-gov",169323,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
50,"Private",166220,"Assoc-acdm",12,"Married-civ-spouse","Sales","Wife","White","Female",3942,0,40,"United-States","<=50K"
39,"Private",186420,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Private",105616,"Some-college",10,"Widowed","Adm-clerical","Unmarried","Black","Female",0,0,48,"United-States","<=50K"
69,"Private",159522,"7th-8th",4,"Divorced","Machine-op-inspct","Unmarried","Black","Female",2964,0,40,"United-States","<=50K"
22,"Private",112130,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
57,"Private",308861,"Some-college",10,"Separated","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
48,"Self-emp-not-inc",309895,"Some-college",10,"Divorced","Handlers-cleaners","Own-child","White","Female",0,0,40,"United-States","<=50K"
38,"Local-gov",216129,"Some-college",10,"Married-spouse-absent","Exec-managerial","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
26,"State-gov",287420,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
35,"Private",170092,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","Black","Female",0,0,20,"United-States","<=50K"
37,"Private",99151,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
37,"Private",206888,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
24,"Private",182163,"11th",7,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"Germany","<=50K"
23,"Private",297152,"Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,25,"United-States","<=50K"
25,"Private",137301,"Assoc-acdm",12,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
58,"Private",316235,"HS-grad",9,"Divorced","Sales","Other-relative","White","Female",0,0,32,"United-States","<=50K"
58,"Private",118303,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,35,"United-States",">50K"
39,"Private",209397,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
54,"Private",221915,"Prof-school",15,"Never-married","Prof-specialty","Other-relative","White","Female",0,0,65,"United-States","<=50K"
36,"Private",461337,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
37,"Private",187311,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
19,"Private",301747,"HS-grad",9,"Separated","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
55,"Local-gov",135439,"Bachelors",13,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
44,"Private",323627,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,5,"United-States","<=50K"
60,"Private",184242,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,20,"United-States","<=50K"
44,"Private",188331,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,42,"United-States","<=50K"
41,"State-gov",293485,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",3103,0,40,"United-States",">50K"
24,"State-gov",211049,"7th-8th",4,"Never-married","Tech-support","Unmarried","White","Female",0,0,20,"United-States","<=50K"
53,"Private",81794,"12th",8,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
22,"Private",332657,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
44,"Private",240043,"10th",6,"Married-spouse-absent","Adm-clerical","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
43,"Private",186188,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,45,"Iran","<=50K"
58,"State-gov",223400,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,20,"United-States",">50K"
59,"Local-gov",102442,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",">50K"
17,"Private",150106,"10th",6,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
45,"Private",102076,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,32,"United-States","<=50K"
32,"State-gov",177216,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
58,"Private",147653,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,32,"United-States","<=50K"
30,"Private",188798,"Some-college",10,"Divorced","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
19,"Private",109854,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
17,"Private",53611,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,6,"United-States","<=50K"
25,"Local-gov",198813,"Bachelors",13,"Never-married","Adm-clerical","Other-relative","Black","Female",0,0,40,"United-States","<=50K"
71,"Private",180733,"Masters",14,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
21,"Private",188073,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States","<=50K"
57,"Private",142791,"7th-8th",4,"Widowed","Sales","Other-relative","White","Female",0,1602,3,"United-States","<=50K"
34,"Private",188736,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Other-relative","Other","Female",0,0,20,"Columbia","<=50K"
41,"Private",152742,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","White","Female",3325,0,40,"United-States","<=50K"
28,"Self-emp-inc",153291,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
40,"Private",353432,"10th",6,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
45,"Private",132847,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
50,"Self-emp-not-inc",93705,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
34,"Private",123084,"11th",7,"Married-civ-spouse","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
62,"Federal-gov",177295,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
39,"Private",47871,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States",">50K"
45,"Private",175625,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
56,"Private",101436,"HS-grad",9,"Divorced","Adm-clerical","Other-relative","Amer-Indian-Eskimo","Female",0,0,35,"United-States","<=50K"
34,"Private",135785,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,36,"United-States","<=50K"
37,"Federal-gov",448337,"HS-grad",9,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
33,"Private",251521,"11th",7,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
36,"Private",116608,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",4865,0,40,"United-States","<=50K"
26,"Private",71009,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
22,"Private",174975,"Assoc-voc",11,"Never-married","Tech-support","Own-child","White","Female",0,0,36,"United-States","<=50K"
68,"Private",121846,"7th-8th",4,"Widowed","Other-service","Unmarried","Amer-Indian-Eskimo","Female",0,0,20,"United-States","<=50K"
19,"State-gov",536725,"Some-college",10,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,15,"Japan","<=50K"
30,"Private",130078,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
51,"Private",189762,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,15,"United-States",">50K"
27,"Private",180553,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
48,"Self-emp-not-inc",97883,"HS-grad",9,"Separated","Other-service","Other-relative","White","Female",0,0,25,"United-States","<=50K"
61,"Private",170262,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",15024,0,38,"United-States",">50K"
64,"Private",151540,"11th",7,"Widowed","Tech-support","Unmarried","White","Female",0,0,16,"United-States","<=50K"
19,"Private",279968,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,42,"United-States","<=50K"
56,"Local-gov",183169,"Masters",14,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
35,"Federal-gov",185053,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
61,"Private",199198,"7th-8th",4,"Widowed","Other-service","Not-in-family","Black","Female",0,0,21,"United-States","<=50K"
45,"Private",162606,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
27,"Private",36440,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"Private",180551,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
18,"Private",115839,"12th",8,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
19,"Private",343200,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K"
22,"Private",401690,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"Mexico","<=50K"
33,"Private",168981,"Masters",14,"Divorced","Exec-managerial","Own-child","White","Female",14084,0,50,"United-States",">50K"
33,"Private",119176,"Some-college",10,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
27,"Private",169117,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,1887,40,"United-States",">50K"
17,"Private",242773,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
28,"Private",124680,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",6849,0,60,"United-States","<=50K"
52,"Local-gov",43909,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
25,"Private",148300,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,15,"United-States","<=50K"
58,"Private",317479,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
39,"Private",151248,"Some-college",10,"Divorced","Sales","Other-relative","White","Female",0,0,35,"United-States","<=50K"
59,"Local-gov",130532,"Some-college",10,"Widowed","Other-service","Not-in-family","White","Female",0,0,40,"Poland","<=50K"
50,"Private",220019,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
39,"Private",123945,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
40,"Private",93955,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
63,"Private",163809,"Some-college",10,"Widowed","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
53,"Private",346754,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
68,"Private",186350,"HS-grad",9,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,10,"United-States",">50K"
57,"Private",262642,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
38,"Private",125550,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
29,"Private",131310,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
35,"Private",209993,"11th",7,"Separated","Priv-house-serv","Unmarried","White","Female",0,0,8,"Mexico","<=50K"
30,"Private",166961,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,37,"United-States","<=50K"
39,"Private",315291,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
25,"Private",189219,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Private",210781,"Bachelors",13,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,40,"France","<=50K"
59,"Local-gov",171328,"HS-grad",9,"Separated","Protective-serv","Other-relative","Black","Female",0,2339,40,"United-States","<=50K"
64,"Private",251292,"5th-6th",3,"Separated","Other-service","Other-relative","White","Female",0,0,20,"Cuba","<=50K"
61,"Private",122246,"12th",8,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
42,"Private",190767,"Assoc-voc",11,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
46,"Private",177114,"Assoc-acdm",12,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,27,"United-States","<=50K"
32,"Private",146154,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
34,"Private",118584,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
45,"Private",197418,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
