date,variable,value,value01
01/05/1988,psavert,7.7,0.38410596
01/06/1988,psavert,7.8,0.390728477
01/07/1988,psavert,7.9,0.397350993
01/08/1988,psavert,7.8,0.390728477
01/09/1988,psavert,8.2,0.417218543
01/10/1988,psavert,8,0.40397351
01/11/1988,psavert,7.7,0.38410596
01/12/1988,psavert,7.7,0.38410596
01/01/1989,psavert,8,0.40397351
01/02/1989,psavert,8.4,0.430463576
01/03/1989,psavert,8.9,0.463576159
01/04/1989,psavert,7.9,0.397350993
01/05/1989,psavert,7.6,0.377483444
01/06/1989,psavert,7.6,0.377483444
01/07/1989,psavert,7.7,0.38410596
01/08/1989,psavert,7.1,0.344370861
01/09/1989,psavert,7.5,0.370860927
01/10/1989,psavert,7.9,0.397350993
01/11/1989,psavert,8,0.40397351
01/12/1989,psavert,7.2,0.350993377
01/01/1990,psavert,7.4,0.364238411
01/02/1990,psavert,8.1,0.410596026
01/03/1990,psavert,7.8,0.390728477
01/04/1990,psavert,8.2,0.417218543
01/05/1990,psavert,8,0.40397351
01/06/1990,psavert,7.9,0.397350993
01/07/1990,psavert,8,0.40397351
01/08/1990,psavert,7.5,0.370860927
01/09/1990,psavert,7.5,0.370860927
01/10/1990,psavert,7.3,0.357615894
01/11/1990,psavert,7.4,0.364238411
01/12/1990,psavert,8.2,0.417218543
01/01/1991,psavert,8.7,0.450331126
01/02/1991,psavert,8.3,0.42384106
01/03/1991,psavert,7.4,0.364238411
01/04/1991,psavert,8,0.40397351
01/05/1991,psavert,7.7,0.38410596
01/06/1991,psavert,8.2,0.417218543
01/07/1991,psavert,7.6,0.377483444
01/08/1991,psavert,7.9,0.397350993
01/09/1991,psavert,8.1,0.410596026
01/10/1991,psavert,8.6,0.443708609
01/11/1991,psavert,8.4,0.430463576
01/12/1991,psavert,9.1,0.476821192
01/01/1992,psavert,8.8,0.456953642
01/02/1992,psavert,9.2,0.483443709
01/03/1992,psavert,9.2,0.483443709
01/04/1992,psavert,9.4,0.496688742
01/05/1992,psavert,9.4,0.496688742
01/06/1992,psavert,9.5,0.503311258
01/07/1992,psavert,9.1,0.476821192
01/08/1992,psavert,9.2,0.483443709
01/09/1992,psavert,8.2,0.417218543
01/10/1992,psavert,7.4,0.364238411
01/11/1992,psavert,7.3,0.357615894
01/12/1992,psavert,9.9,0.529801325
01/01/1993,psavert,8.3,0.42384106
01/02/1993,psavert,8.4,0.430463576
01/03/1993,psavert,8.3,0.42384106
01/04/1993,psavert,8.2,0.417218543
01/05/1993,psavert,7.7,0.38410596
01/06/1993,psavert,7.2,0.350993377
01/07/1993,psavert,7,0.337748344
01/08/1993,psavert,7.1,0.344370861
01/09/1993,psavert,6.3,0.291390728
01/10/1993,psavert,5.6,0.245033113
01/11/1993,psavert,5.6,0.245033113
01/12/1993,psavert,8.4,0.430463576
01/01/1994,psavert,6.4,0.298013245
01/02/1994,psavert,5.9,0.264900662
01/03/1994,psavert,6.2,0.284768212
01/04/1994,psavert,5.8,0.258278146
01/05/1994,psavert,7.1,0.344370861
01/06/1994,psavert,6.3,0.291390728
01/07/1994,psavert,6.4,0.298013245
01/08/1994,psavert,5.9,0.264900662
01/09/1994,psavert,6.2,0.284768212
01/10/1994,psavert,6.5,0.304635762
01/11/1994,psavert,6.4,0.298013245
01/12/1994,psavert,6.5,0.304635762
01/01/1995,psavert,6.9,0.331125828
01/02/1995,psavert,7.3,0.357615894
01/03/1995,psavert,7,0.337748344
01/04/1995,psavert,6.3,0.291390728
01/05/1995,psavert,6.5,0.304635762
01/06/1995,psavert,6.1,0.278145695
01/07/1995,psavert,6.4,0.298013245
01/08/1995,psavert,6.1,0.278145695
01/09/1995,psavert,6.1,0.278145695
01/10/1995,psavert,6.5,0.304635762
01/11/1995,psavert,6,0.271523179
01/12/1995,psavert,5.5,0.238410596
01/01/1996,psavert,6.1,0.278145695
01/02/1996,psavert,6.1,0.278145695
01/03/1996,psavert,6,0.271523179
01/04/1996,psavert,5,0.205298013
01/05/1996,psavert,6.1,0.278145695
01/06/1996,psavert,6.5,0.304635762
01/07/1996,psavert,6.1,0.278145695
01/08/1996,psavert,5.9,0.264900662
01/09/1996,psavert,6,0.271523179
01/10/1996,psavert,5.8,0.258278146
01/11/1996,psavert,5.8,0.258278146
01/12/1996,psavert,5.7,0.251655629
01/01/1997,psavert,5.6,0.245033113
01/02/1997,psavert,5.7,0.251655629
01/03/1997,psavert,5.8,0.258278146
01/04/1997,psavert,5.9,0.264900662
01/05/1997,psavert,6.2,0.284768212
01/06/1997,psavert,6,0.271523179
01/07/1997,psavert,5.5,0.238410596
01/08/1997,psavert,5.4,0.231788079
01/09/1997,psavert,5.6,0.245033113
01/10/1997,psavert,5.6,0.245033113
01/11/1997,psavert,5.8,0.258278146
01/12/1997,psavert,5.8,0.258278146
01/01/1998,psavert,6.7,0.317880795
01/02/1998,psavert,6.8,0.324503311
01/03/1998,psavert,6.9,0.331125828
01/04/1998,psavert,6.6,0.311258278
01/05/1998,psavert,6.3,0.291390728
01/06/1998,psavert,6.2,0.284768212
01/07/1998,psavert,6.3,0.291390728
01/08/1998,psavert,6.2,0.284768212
01/09/1998,psavert,5.8,0.258278146
01/10/1998,psavert,5.6,0.245033113
01/11/1998,psavert,5.7,0.251655629
01/12/1998,psavert,5.2,0.218543046
01/01/1999,psavert,5.7,0.251655629
01/02/1999,psavert,5.6,0.245033113
01/03/1999,psavert,5.3,0.225165563
01/04/1999,psavert,4.5,0.17218543
01/05/1999,psavert,4.3,0.158940397
01/06/1999,psavert,4.2,0.152317881
01/07/1999,psavert,4.1,0.145695364
01/08/1999,psavert,4,0.139072848
01/09/1999,psavert,3.5,0.105960265
01/10/1999,psavert,3.9,0.132450331
01/11/1999,psavert,4.1,0.145695364
01/12/1999,psavert,3.7,0.119205298
01/01/2000,psavert,4.7,0.185430464
01/02/2000,psavert,4.2,0.152317881
01/03/2000,psavert,3.9,0.132450331
01/04/2000,psavert,4.4,0.165562914
01/05/2000,psavert,4.2,0.152317881
01/06/2000,psavert,4.2,0.152317881
01/07/2000,psavert,4.6,0.178807947
01/08/2000,psavert,4.6,0.178807947
01/09/2000,psavert,3.8,0.125827815
01/10/2000,psavert,4,0.139072848
01/11/2000,psavert,3.8,0.125827815
01/12/2000,psavert,3.5,0.105960265
01/01/2001,psavert,4,0.139072848
01/02/2001,psavert,4.1,0.145695364
01/03/2001,psavert,4.5,0.17218543
01/04/2001,psavert,4.3,0.158940397
01/05/2001,psavert,3.7,0.119205298
01/06/2001,psavert,3.7,0.119205298
01/07/2001,psavert,5,0.205298013
01/08/2001,psavert,6.1,0.278145695
01/09/2001,psavert,6.3,0.291390728
01/10/2001,psavert,2.7,0.052980132
01/11/2001,psavert,3.4,0.099337748
01/12/2001,psavert,3.8,0.125827815
01/01/2002,psavert,5.6,0.245033113
01/02/2002,psavert,5.3,0.225165563
01/03/2002,psavert,5.3,0.225165563
01/04/2002,psavert,5.1,0.21192053
01/05/2002,psavert,5.6,0.245033113
01/06/2002,psavert,5.4,0.231788079
01/07/2002,psavert,4.6,0.178807947
01/08/2002,psavert,4.4,0.165562914
01/09/2002,psavert,4.9,0.198675497
01/10/2002,psavert,4.7,0.185430464
01/11/2002,psavert,4.7,0.185430464
01/12/2002,psavert,4.5,0.17218543
01/01/2003,psavert,4.5,0.17218543
01/02/2003,psavert,4.7,0.185430464
01/03/2003,psavert,4.6,0.178807947
01/04/2003,psavert,4.6,0.178807947
01/05/2003,psavert,5.1,0.21192053
01/06/2003,psavert,4.9,0.198675497
01/07/2003,psavert,5.5,0.238410596
01/08/2003,psavert,5.3,0.225165563
01/09/2003,psavert,4.5,0.17218543
01/10/2003,psavert,4.6,0.178807947
01/11/2003,psavert,4.7,0.185430464
01/12/2003,psavert,4.8,0.19205298
01/01/2004,psavert,4.5,0.17218543
01/02/2004,psavert,4.5,0.17218543
01/03/2004,psavert,4.5,0.17218543
01/04/2004,psavert,4.7,0.185430464
01/05/2004,psavert,4.7,0.185430464
01/06/2004,psavert,5,0.205298013
01/07/2004,psavert,4.5,0.17218543
01/08/2004,psavert,4.6,0.178807947
01/09/2004,psavert,3.9,0.132450331
01/10/2004,psavert,3.8,0.125827815
01/11/2004,psavert,3.4,0.099337748
01/12/2004,psavert,6.3,0.291390728
01/01/2005,psavert,2.9,0.066225166
01/02/2005,psavert,2.7,0.052980132
01/03/2005,psavert,2.7,0.052980132
01/04/2005,psavert,2.1,0.013245033
01/05/2005,psavert,3,0.072847682
01/06/2005,psavert,2.2,0.01986755
01/07/2005,psavert,1.9,0
01/08/2005,psavert,2.4,0.033112583
01/09/2005,psavert,2.3,0.026490066
01/10/2005,psavert,2.6,0.046357616
01/11/2005,psavert,2.7,0.052980132
01/12/2005,psavert,2.8,0.059602649
01/01/2006,psavert,3.7,0.119205298
01/02/2006,psavert,3.8,0.125827815
01/03/2006,psavert,3.7,0.119205298
01/04/2006,psavert,3.4,0.099337748
01/05/2006,psavert,3.2,0.086092715
01/06/2006,psavert,3.4,0.099337748
01/07/2006,psavert,2.9,0.066225166
01/08/2006,psavert,3,0.072847682
01/09/2006,psavert,3,0.072847682
01/10/2006,psavert,3.1,0.079470199
01/11/2006,psavert,3.2,0.086092715
01/12/2006,psavert,3,0.072847682
01/01/2007,psavert,3,0.072847682
01/02/2007,psavert,3.3,0.092715232
01/03/2007,psavert,3.6,0.112582781
01/04/2007,psavert,3.2,0.086092715
01/05/2007,psavert,3,0.072847682
01/06/2007,psavert,2.8,0.059602649
01/07/2007,psavert,2.8,0.059602649
01/08/2007,psavert,2.6,0.046357616
01/09/2007,psavert,2.8,0.059602649
01/10/2007,psavert,2.8,0.059602649
01/11/2007,psavert,2.5,0.039735099
01/12/2007,psavert,3,0.072847682
01/01/2008,psavert,3.4,0.099337748
01/02/2008,psavert,3.9,0.132450331
01/03/2008,psavert,4,0.139072848
01/04/2008,psavert,3.5,0.105960265
01/05/2008,psavert,7.9,0.397350993
01/06/2008,psavert,5.6,0.245033113
01/07/2008,psavert,4.4,0.165562914
01/08/2008,psavert,3.7,0.119205298
01/09/2008,psavert,4.4,0.165562914
01/10/2008,psavert,5.4,0.231788079
01/11/2008,psavert,6.3,0.291390728
01/12/2008,psavert,6.5,0.304635762
01/01/2009,psavert,6.5,0.304635762
01/02/2009,psavert,5.9,0.264900662
01/03/2009,psavert,6.1,0.278145695
01/04/2009,psavert,6.7,0.317880795
01/05/2009,psavert,8.1,0.410596026
01/06/2009,psavert,6.7,0.317880795
01/07/2009,psavert,6,0.271523179
01/08/2009,psavert,4.9,0.198675497
01/09/2009,psavert,5.9,0.264900662
01/10/2009,psavert,5.4,0.231788079
01/11/2009,psavert,5.7,0.251655629
01/12/2009,psavert,5.7,0.251655629
01/01/2010,psavert,5.6,0.245033113
01/02/2010,psavert,5.2,0.218543046
01/03/2010,psavert,5,0.205298013
01/04/2010,psavert,5.6,0.245033113
01/05/2010,psavert,6,0.271523179
01/06/2010,psavert,5.9,0.264900662
01/07/2010,psavert,5.9,0.264900662
01/08/2010,psavert,5.8,0.258278146
01/09/2010,psavert,5.6,0.245033113
01/10/2010,psavert,5.4,0.231788079
01/11/2010,psavert,5.3,0.225165563
01/12/2010,psavert,5.9,0.264900662
01/01/2011,psavert,6.2,0.284768212
01/02/2011,psavert,6.4,0.298013245
01/03/2011,psavert,6,0.271523179
01/04/2011,psavert,5.9,0.264900662
01/05/2011,psavert,5.9,0.264900662
01/06/2011,psavert,6.1,0.278145695
01/07/2011,psavert,6.3,0.291390728
01/08/2011,psavert,6.2,0.284768212
01/09/2011,psavert,5.7,0.251655629
01/10/2011,psavert,5.5,0.238410596
01/11/2011,psavert,5.6,0.245033113
01/12/2011,psavert,6.4,0.298013245
01/01/2012,psavert,6.6,0.311258278
01/02/2012,psavert,6.7,0.317880795
01/03/2012,psavert,6.9,0.331125828
01/04/2012,psavert,7,0.337748344
01/05/2012,psavert,7,0.337748344
01/06/2012,psavert,7.1,0.344370861
01/07/2012,psavert,6.6,0.311258278
01/08/2012,psavert,6.4,0.298013245
01/09/2012,psavert,6.5,0.304635762
01/10/2012,psavert,7.1,0.344370861
01/11/2012,psavert,8.2,0.417218543
01/12/2012,psavert,10.5,0.569536424
01/01/2013,psavert,4.5,0.17218543
01/02/2013,psavert,4.7,0.185430464
01/03/2013,psavert,4.9,0.198675497
01/04/2013,psavert,5.1,0.21192053
01/05/2013,psavert,5.2,0.218543046
01/06/2013,psavert,5.3,0.225165563
01/07/2013,psavert,5.1,0.21192053
01/08/2013,psavert,5.3,0.225165563
01/09/2013,psavert,5.2,0.218543046
01/10/2013,psavert,4.7,0.185430464
01/11/2013,psavert,4.3,0.158940397
01/12/2013,psavert,4.1,0.145695364
01/01/2014,psavert,4.9,0.198675497
01/02/2014,psavert,5,0.205298013
01/03/2014,psavert,4.8,0.19205298
01/04/2014,psavert,5,0.205298013
01/05/2014,psavert,5.1,0.21192053
01/06/2014,psavert,5.1,0.21192053
01/07/2014,psavert,5.1,0.21192053
01/08/2014,psavert,4.7,0.185430464
01/09/2014,psavert,4.6,0.178807947
01/10/2014,psavert,4.6,0.178807947
01/11/2014,psavert,4.5,0.17218543
01/12/2014,psavert,5,0.205298013
01/01/2015,psavert,5.5,0.238410596
01/02/2015,psavert,5.7,0.251655629
01/03/2015,psavert,5.2,0.218543046
01/04/2015,psavert,5.6,0.245033113
01/07/1967,uempmed,4.5,0.023584906
01/08/1967,uempmed,4.7,0.033018868
01/09/1967,uempmed,4.6,0.028301887
01/10/1967,uempmed,4.9,0.04245283
01/11/1967,uempmed,4.7,0.033018868
01/12/1967,uempmed,4.8,0.037735849
01/01/1968,uempmed,5.1,0.051886792
01/02/1968,uempmed,4.5,0.023584906
01/03/1968,uempmed,4.1,0.004716981
01/04/1968,uempmed,4.6,0.028301887
01/05/1968,uempmed,4.4,0.018867925
01/06/1968,uempmed,4.4,0.018867925
01/07/1968,uempmed,4.5,0.023584906
01/08/1968,uempmed,4.2,0.009433962
01/09/1968,uempmed,4.6,0.028301887
01/10/1968,uempmed,4.8,0.037735849
01/11/1968,uempmed,4.4,0.018867925
01/12/1968,uempmed,4.4,0.018867925
01/01/1969,uempmed,4.4,0.018867925
01/02/1969,uempmed,4.9,0.04245283
01/03/1969,uempmed,4,0
01/04/1969,uempmed,4,0
01/05/1969,uempmed,4.2,0.009433962
01/06/1969,uempmed,4.4,0.018867925
01/07/1969,uempmed,4.4,0.018867925
01/08/1969,uempmed,4.4,0.018867925
01/09/1969,uempmed,4.7,0.033018868
01/10/1969,uempmed,4.5,0.023584906
01/11/1969,uempmed,4.8,0.037735849
01/12/1969,uempmed,4.6,0.028301887
01/01/1970,uempmed,4.6,0.028301887
01/02/1970,uempmed,4.5,0.023584906
01/03/1970,uempmed,4.6,0.028301887
01/04/1970,uempmed,4.1,0.004716981
01/05/1970,uempmed,4.7,0.033018868
01/06/1970,uempmed,4.9,0.04245283
01/07/1970,uempmed,5.1,0.051886792
01/08/1970,uempmed,5.4,0.066037736
01/09/1970,uempmed,5.2,0.056603774
01/10/1970,uempmed,5.2,0.056603774
01/11/1970,uempmed,5.6,0.075471698
01/12/1970,uempmed,5.9,0.089622642
01/01/1971,uempmed,6.2,0.103773585
01/02/1971,uempmed,6.3,0.108490566
01/03/1971,uempmed,6.4,0.113207547
01/04/1971,uempmed,6.5,0.117924528
01/05/1971,uempmed,6.7,0.127358491
01/06/1971,uempmed,5.7,0.080188679
01/07/1971,uempmed,6.2,0.103773585
01/08/1971,uempmed,6.4,0.113207547
01/09/1971,uempmed,5.8,0.08490566
01/10/1971,uempmed,6.5,0.117924528
01/11/1971,uempmed,6.4,0.113207547
01/12/1971,uempmed,6.2,0.103773585
01/01/1972,uempmed,6.2,0.103773585
01/02/1972,uempmed,6.6,0.122641509
01/03/1972,uempmed,6.6,0.122641509
01/04/1972,uempmed,6.7,0.127358491
01/05/1972,uempmed,6.6,0.122641509
01/06/1972,uempmed,5.4,0.066037736
01/07/1972,uempmed,6.1,0.099056604
01/08/1972,uempmed,6,0.094339623
01/09/1972,uempmed,5.6,0.075471698
01/10/1972,uempmed,5.7,0.080188679
01/11/1972,uempmed,5.7,0.080188679
01/12/1972,uempmed,6.1,0.099056604
01/01/1973,uempmed,5.7,0.080188679
01/02/1973,uempmed,5.2,0.056603774
01/03/1973,uempmed,5.5,0.070754717
01/04/1973,uempmed,5,0.047169811
01/05/1973,uempmed,4.9,0.04245283
01/06/1973,uempmed,5,0.047169811
01/07/1973,uempmed,5.2,0.056603774
01/08/1973,uempmed,4.9,0.04245283
01/09/1973,uempmed,5.4,0.066037736
01/10/1973,uempmed,5.5,0.070754717
01/11/1973,uempmed,5.1,0.051886792
01/12/1973,uempmed,4.7,0.033018868
01/01/1974,uempmed,5,0.047169811
01/02/1974,uempmed,5.1,0.051886792
01/03/1974,uempmed,4.8,0.037735849
01/04/1974,uempmed,5,0.047169811
01/05/1974,uempmed,4.6,0.028301887
01/06/1974,uempmed,5.3,0.061320755
01/07/1974,uempmed,5.7,0.080188679
01/08/1974,uempmed,5,0.047169811
01/09/1974,uempmed,5.3,0.061320755
01/10/1974,uempmed,5.5,0.070754717
01/11/1974,uempmed,5.2,0.056603774
01/12/1974,uempmed,5.7,0.080188679
01/01/1975,uempmed,6.3,0.108490566
01/02/1975,uempmed,7.1,0.146226415
01/03/1975,uempmed,7.2,0.150943396
01/04/1975,uempmed,8.7,0.221698113
01/05/1975,uempmed,9.4,0.254716981
01/06/1975,uempmed,8.8,0.226415094
01/07/1975,uempmed,8.6,0.216981132
01/08/1975,uempmed,9.2,0.245283019
01/09/1975,uempmed,9.2,0.245283019
01/10/1975,uempmed,8.6,0.216981132
01/11/1975,uempmed,9.5,0.259433962
01/12/1975,uempmed,9,0.235849057
01/01/1976,uempmed,9,0.235849057
01/02/1976,uempmed,8.2,0.198113208
01/03/1976,uempmed,8.7,0.221698113
01/04/1976,uempmed,8.2,0.198113208
01/05/1976,uempmed,8.3,0.202830189
01/06/1976,uempmed,7.8,0.179245283
01/07/1976,uempmed,7.7,0.174528302
01/08/1976,uempmed,7.9,0.183962264
01/09/1976,uempmed,7.8,0.179245283
01/10/1976,uempmed,7.7,0.174528302
01/11/1976,uempmed,8.4,0.20754717
01/12/1976,uempmed,8,0.188679245
01/01/1977,uempmed,7.5,0.16509434
01/02/1977,uempmed,7.2,0.150943396
01/03/1977,uempmed,7.2,0.150943396
01/04/1977,uempmed,7.3,0.155660377
01/05/1977,uempmed,7.9,0.183962264
01/06/1977,uempmed,6.2,0.103773585
01/07/1977,uempmed,7.1,0.146226415
01/08/1977,uempmed,7,0.141509434
01/09/1977,uempmed,6.7,0.127358491
01/10/1977,uempmed,6.9,0.136792453
01/11/1977,uempmed,7,0.141509434
01/12/1977,uempmed,6.8,0.132075472
01/01/1978,uempmed,6.5,0.117924528
01/02/1978,uempmed,6.7,0.127358491
01/03/1978,uempmed,6.2,0.103773585
01/04/1978,uempmed,6.1,0.099056604
01/05/1978,uempmed,5.7,0.080188679
01/06/1978,uempmed,6,0.094339623
01/07/1978,uempmed,5.8,0.08490566
01/08/1978,uempmed,5.8,0.08490566
01/09/1978,uempmed,5.6,0.075471698
01/10/1978,uempmed,5.9,0.089622642
01/11/1978,uempmed,5.5,0.070754717
01/12/1978,uempmed,5.6,0.075471698
01/01/1979,uempmed,5.9,0.089622642
01/02/1979,uempmed,5.9,0.089622642
01/03/1979,uempmed,5.9,0.089622642
01/04/1979,uempmed,5.4,0.066037736
01/05/1979,uempmed,5.6,0.075471698
01/06/1979,uempmed,5.6,0.075471698
01/07/1979,uempmed,5.9,0.089622642
01/08/1979,uempmed,4.8,0.037735849
01/09/1979,uempmed,5.5,0.070754717
01/10/1979,uempmed,5.5,0.070754717
01/11/1979,uempmed,5.3,0.061320755
01/12/1979,uempmed,5.7,0.080188679
01/01/1980,uempmed,5.3,0.061320755
01/02/1980,uempmed,5.8,0.08490566
01/03/1980,uempmed,6,0.094339623
01/04/1980,uempmed,5.8,0.08490566
01/05/1980,uempmed,5.7,0.080188679
01/06/1980,uempmed,6.4,0.113207547
01/07/1980,uempmed,7,0.141509434
01/08/1980,uempmed,7.5,0.16509434
01/09/1980,uempmed,7.7,0.174528302
01/10/1980,uempmed,7.5,0.16509434
01/11/1980,uempmed,7.7,0.174528302
01/12/1980,uempmed,7.5,0.16509434
01/01/1981,uempmed,7.4,0.160377358
01/02/1981,uempmed,7.1,0.146226415
01/03/1981,uempmed,7.1,0.146226415
01/04/1981,uempmed,7.4,0.160377358
01/05/1981,uempmed,6.9,0.136792453
01/06/1981,uempmed,6.6,0.122641509
01/07/1981,uempmed,7.1,0.146226415
01/08/1981,uempmed,7.2,0.150943396
01/09/1981,uempmed,6.8,0.132075472
01/10/1981,uempmed,6.8,0.132075472
01/11/1981,uempmed,6.9,0.136792453
01/12/1981,uempmed,6.9,0.136792453
01/01/1982,uempmed,7.1,0.146226415
01/02/1982,uempmed,7.5,0.16509434
01/03/1982,uempmed,7.7,0.174528302
01/04/1982,uempmed,8.1,0.193396226
01/05/1982,uempmed,8.5,0.212264151
01/06/1982,uempmed,9.5,0.259433962
01/07/1982,uempmed,8.5,0.212264151
01/08/1982,uempmed,8.7,0.221698113
01/09/1982,uempmed,9.5,0.259433962
01/10/1982,uempmed,9.7,0.268867925
01/11/1982,uempmed,10,0.283018868
01/12/1982,uempmed,10.2,0.29245283
01/01/1983,uempmed,11.1,0.33490566
01/02/1983,uempmed,9.8,0.273584906
01/03/1983,uempmed,10.4,0.301886792
01/04/1983,uempmed,10.9,0.325471698
01/05/1983,uempmed,12.3,0.391509434
01/06/1983,uempmed,11.3,0.344339623
01/07/1983,uempmed,10.1,0.287735849
01/08/1983,uempmed,9.3,0.25
01/09/1983,uempmed,9.3,0.25
01/10/1983,uempmed,9.4,0.254716981
01/11/1983,uempmed,9.3,0.25
01/12/1983,uempmed,8.7,0.221698113
01/01/1984,uempmed,9.1,0.240566038
01/02/1984,uempmed,8.3,0.202830189
01/03/1984,uempmed,8.3,0.202830189
01/04/1984,uempmed,8.2,0.198113208
01/05/1984,uempmed,9.1,0.240566038
01/06/1984,uempmed,7.5,0.16509434
01/07/1984,uempmed,7.5,0.16509434
01/08/1984,uempmed,7.3,0.155660377
01/09/1984,uempmed,7.6,0.169811321
01/10/1984,uempmed,7.2,0.150943396
01/11/1984,uempmed,7.2,0.150943396
01/12/1984,uempmed,7.3,0.155660377
01/01/1985,uempmed,6.8,0.132075472
01/02/1985,uempmed,7.1,0.146226415
01/03/1985,uempmed,7.1,0.146226415
01/04/1985,uempmed,6.9,0.136792453
01/05/1985,uempmed,6.9,0.136792453
01/06/1985,uempmed,6.6,0.122641509
01/07/1985,uempmed,6.9,0.136792453
01/08/1985,uempmed,7.1,0.146226415
01/09/1985,uempmed,6.9,0.136792453
01/10/1985,uempmed,7.1,0.146226415
01/11/1985,uempmed,7,0.141509434
01/12/1985,uempmed,6.8,0.132075472
01/01/1986,uempmed,6.7,0.127358491
01/02/1986,uempmed,6.9,0.136792453
01/03/1986,uempmed,6.8,0.132075472
01/04/1986,uempmed,6.7,0.127358491
01/05/1986,uempmed,6.8,0.132075472
01/06/1986,uempmed,7,0.141509434
01/07/1986,uempmed,6.9,0.136792453
01/08/1986,uempmed,7.1,0.146226415
01/09/1986,uempmed,7.4,0.160377358
01/10/1986,uempmed,7,0.141509434
01/11/1986,uempmed,7.1,0.146226415
01/12/1986,uempmed,7.1,0.146226415
01/01/1987,uempmed,6.9,0.136792453
01/02/1987,uempmed,6.6,0.122641509
01/03/1987,uempmed,6.6,0.122641509
01/04/1987,uempmed,7.1,0.146226415
01/05/1987,uempmed,6.6,0.122641509
01/06/1987,uempmed,6.5,0.117924528
01/07/1987,uempmed,6.5,0.117924528
01/08/1987,uempmed,6.4,0.113207547
01/09/1987,uempmed,6,0.094339623
01/10/1987,uempmed,6.3,0.108490566
01/11/1987,uempmed,6.2,0.103773585
01/12/1987,uempmed,6,0.094339623
01/01/1988,uempmed,6.2,0.103773585
01/02/1988,uempmed,6.3,0.108490566
01/03/1988,uempmed,6.4,0.113207547
01/04/1988,uempmed,5.9,0.089622642
01/05/1988,uempmed,5.9,0.089622642
01/06/1988,uempmed,5.8,0.08490566
01/07/1988,uempmed,6.1,0.099056604
01/08/1988,uempmed,5.9,0.089622642
01/09/1988,uempmed,5.7,0.080188679
01/10/1988,uempmed,5.6,0.075471698
01/11/1988,uempmed,5.7,0.080188679
01/12/1988,uempmed,5.9,0.089622642
01/01/1989,uempmed,5.6,0.075471698
01/02/1989,uempmed,5.4,0.066037736
01/03/1989,uempmed,5.4,0.066037736
01/04/1989,uempmed,5.4,0.066037736
01/05/1989,uempmed,5.3,0.061320755
01/06/1989,uempmed,5.4,0.066037736
01/07/1989,uempmed,5.6,0.075471698
01/08/1989,uempmed,5,0.047169811
01/09/1989,uempmed,4.9,0.04245283
01/10/1989,uempmed,4.9,0.04245283
01/11/1989,uempmed,4.8,0.037735849
01/12/1989,uempmed,4.9,0.04245283
01/01/1990,uempmed,5.1,0.051886792
01/02/1990,uempmed,5.3,0.061320755
01/03/1990,uempmed,5.1,0.051886792
01/04/1990,uempmed,4.8,0.037735849
01/05/1990,uempmed,5.2,0.056603774
01/06/1990,uempmed,5.2,0.056603774
01/07/1990,uempmed,5.4,0.066037736
01/08/1990,uempmed,5.4,0.066037736
01/09/1990,uempmed,5.6,0.075471698
01/10/1990,uempmed,5.8,0.08490566
01/11/1990,uempmed,5.7,0.080188679
01/12/1990,uempmed,5.9,0.089622642
01/01/1991,uempmed,6,0.094339623
01/02/1991,uempmed,6.2,0.103773585
01/03/1991,uempmed,6.7,0.127358491
01/04/1991,uempmed,6.6,0.122641509
01/05/1991,uempmed,6.4,0.113207547
01/06/1991,uempmed,6.9,0.136792453
01/07/1991,uempmed,7,0.141509434
01/08/1991,uempmed,7.3,0.155660377
01/09/1991,uempmed,6.8,0.132075472
01/10/1991,uempmed,7.2,0.150943396
01/11/1991,uempmed,7.5,0.16509434
01/12/1991,uempmed,7.8,0.179245283
01/01/1992,uempmed,8.1,0.193396226
01/02/1992,uempmed,8.2,0.198113208
01/03/1992,uempmed,8.3,0.202830189
01/04/1992,uempmed,8.5,0.212264151
01/05/1992,uempmed,8.8,0.226415094
01/06/1992,uempmed,8.7,0.221698113
01/07/1992,uempmed,8.6,0.216981132
01/08/1992,uempmed,8.8,0.226415094
01/09/1992,uempmed,8.6,0.216981132
01/10/1992,uempmed,9,0.235849057
01/11/1992,uempmed,9,0.235849057
01/12/1992,uempmed,9.3,0.25
01/01/1993,uempmed,8.6,0.216981132
01/02/1993,uempmed,8.5,0.212264151
01/03/1993,uempmed,8.5,0.212264151
01/04/1993,uempmed,8.4,0.20754717
01/05/1993,uempmed,8.1,0.193396226
01/06/1993,uempmed,8.3,0.202830189
01/07/1993,uempmed,8.2,0.198113208
01/08/1993,uempmed,8.2,0.198113208
01/09/1993,uempmed,8.3,0.202830189
01/10/1993,uempmed,8,0.188679245
01/11/1993,uempmed,8.3,0.202830189
01/12/1993,uempmed,8.3,0.202830189
01/01/1994,uempmed,8.6,0.216981132
01/02/1994,uempmed,9.2,0.245283019
01/03/1994,uempmed,9.3,0.25
01/04/1994,uempmed,9.1,0.240566038
01/05/1994,uempmed,9.2,0.245283019
01/06/1994,uempmed,9.3,0.25
01/07/1994,uempmed,9,0.235849057
01/08/1994,uempmed,8.9,0.231132075
01/09/1994,uempmed,9.2,0.245283019
01/10/1994,uempmed,10,0.283018868
01/11/1994,uempmed,9,0.235849057
01/12/1994,uempmed,8.7,0.221698113
01/01/1995,uempmed,8,0.188679245
01/02/1995,uempmed,8.1,0.193396226
01/03/1995,uempmed,8.3,0.202830189
