"CustomerKey","WebActivity","Sentiment Analysis","MaritalStatus","Gender","EstimatedYearlyIncome","NumberOfContracts","Age","Target","Available401K","CustomerValueSegment","ChurnScore","CallActivity","Products"
21782,1,2,"S","M",40000,2,62,0,1,2,1.0,5,"Gold Investment"
21783,1,2,"S","F",40000,2,61,0,1,2,1.0,4,"Gold Investment"
21784,1,2,"S","F",60000,1,62,0,1,2,1.0,4,"P+B Investment"
21785,1,2,"S","F",60000,2,62,1,1,2,0.2,4,"P+B Investment"
21786,1,2,"M","F",60000,0,62,0,0,2,1.0,4,"Private Investment"
21787,1,2,"M","F",60000,0,61,0,1,2,1.0,5,"Private Investment"
21788,1,2,"M","M",60000,0,62,1,1,2,0.2,5,"Private Investment"
21789,1,2,"M","F",60000,0,62,0,1,2,1.0,5,"Private Investment"
21790,1,2,"M","M",60000,0,62,0,1,2,1.0,5,"Private Investment"
21791,1,4,"M","M",70000,2,61,1,1,2,0.1,5,"Private Investment"
21792,1,2,"M","F",60000,2,61,0,1,2,1.0,5,"P+B Investment"
21793,1,2,"M","F",60000,2,61,1,1,2,0.2,4,"P+B Investment"
21794,1,2,"M","F",60000,0,61,1,1,2,0.2,4,"P+B Investment"
21795,1,4,"S","M",70000,2,61,1,0,2,1.0,4,"P+B Investment"
21796,1,2,"M","F",40000,2,60,0,1,2,0.2,4,"CO Investment"
21797,1,2,"M","M",60000,2,60,1,1,2,0.2,3,"P+B Investment"
21798,1,2,"M","F",60000,2,60,1,1,2,0.2,4,"P+B Investment"
21799,1,2,"M","M",60000,2,60,0,1,2,1.0,4,"P+B Investment"
21800,1,2,"M","F",60000,1,60,0,1,2,0.2,4,"P+B Investment"
21801,2,4,"M","F",70000,1,59,0,1,2,0.1,4,"P+B Investment"
21802,1,3,"M","M",80000,1,60,0,1,2,0.5,4,"Private Investment"
21803,1,2,"M","F",40000,3,59,0,1,2,1.0,5,"CO Investment"
21804,1,2,"M","F",60000,2,59,0,1,2,1.0,3,"Gold Investment"
21805,1,2,"M","M",60000,1,59,0,1,2,0.2,4,"P+B Investment"
21806,1,2,"S","M",60000,2,59,0,1,2,1.0,4,"P+B Investment"
21807,1,2,"M","F",60000,2,58,1,1,2,0.2,4,"P+B Investment"
21808,1,2,"M","F",60000,2,59,1,0,2,0.2,4,"P+B Investment"
21809,1,2,"M","F",60000,2,59,0,1,2,1.0,4,"P+B Investment"
21810,2,4,"M","M",70000,2,58,1,1,2,1.0,4,"P+B Investment"
21811,1,2,"M","F",70000,3,58,0,1,2,1.0,4,"CO Investment"
21812,1,2,"M","M",60000,2,58,1,1,2,0.2,3,"Gold Investment"
21813,1,2,"M","M",60000,2,58,1,0,2,0.2,4,"Gold Investment"
21814,1,2,"M","M",60000,2,58,0,0,2,1.0,4,"Gold Investment"
21815,1,2,"S","F",60000,2,58,0,1,2,1.0,4,"Gold Investment"
21816,3,2,"S","M",130000,4,52,0,1,3,0.0,4,"Private Investment"
21817,3,1,"M","M",160000,4,52,1,0,3,0.5,5,"P+B Investment"
21818,4,2,"M","M",110000,3,52,0,1,3,0.5,4,"P+B Investment"
21819,4,2,"M","F",110000,3,52,0,1,3,0.5,4,"P+B Investment"
21820,4,2,"M","F",110000,3,53,0,1,3,0.5,4,"P+B Investment"
21821,4,2,"S","M",120000,4,53,0,1,3,0.5,4,"Gold Investment"
21822,3,4,"S","M",170000,3,53,1,1,3,0.0,4,"Private Investment"
21823,4,3,"S","F",120000,4,54,0,0,3,0.5,5,"Gold Investment"
21824,4,2,"M","M",150000,3,54,0,1,3,0.5,4,"Gold Investment"
21825,4,3,"M","M",110000,4,54,0,1,3,0.5,4,"P+B Investment"
21826,4,2,"M","F",120000,4,55,0,1,3,1.0,4,"CO Investment"
21827,4,3,"M","F",130000,3,55,1,1,3,0.0,4,"P+B Investment"
21828,4,3,"S","F",130000,3,55,1,1,3,0.0,4,"P+B Investment"
21829,3,3,"M","F",170000,4,55,0,0,3,0.5,4,"Gold Investment"
21830,4,3,"M","F",170000,2,54,1,0,3,0.5,4,"Gold Investment"
21831,2,3,"M","F",80000,1,56,0,1,3,1.0,4,"P+B Investment"
21832,0,5,"M","M",80000,2,66,0,1,3,1.0,4,"Private Investment"
21833,0,5,"S","M",90000,2,66,1,1,3,0.2,5,"P+B Investment"
21834,0,5,"M","F",90000,2,66,0,0,3,1.0,4,"P+B Investment"
21835,4,4,"M","F",120000,4,66,1,1,3,1.0,4,"Private Investment"
21836,4,4,"M","F",120000,4,66,0,1,3,0.5,5,"Private Investment"
21837,0,5,"M","F",80000,2,65,0,1,3,0.2,5,"P+B Investment"
21838,0,5,"M","M",90000,2,65,0,0,3,1.0,4,"P+B Investment"
21839,4,3,"M","M",110000,4,64,0,1,3,1.0,4,"Private Investment"
21840,4,4,"M","F",130000,4,64,0,1,3,0.5,5,"P+B Investment"
21841,4,3,"M","F",160000,4,65,0,1,3,0.5,4,"Private Investment"
21842,4,3,"M","M",100000,1,63,0,1,3,1.0,5,"Private Investment"
21843,4,3,"S","F",110000,4,64,0,1,3,1.0,5,"Private Investment"
21844,2,4,"M","M",80000,1,56,0,1,3,0.2,5,"P+B Investment"
21845,4,3,"M","M",100000,3,56,0,1,3,0.2,4,"Gold Investment"
21846,4,3,"M","M",110000,4,55,0,0,3,1.0,4,"P+B Investment"
21847,5,4,"S","M",130000,1,56,0,1,3,0.0,4,"Gold Investment"
21848,5,4,"M","M",130000,2,57,1,0,3,1.0,4,"P+B Investment"
21849,1,4,"M","M",80000,2,58,0,0,3,1.0,4,"P+B Investment"
21850,1,4,"M","M",80000,3,59,0,1,3,0.2,4,"Gold Investment"
21851,1,4,"M","M",90000,2,59,0,0,3,1.0,4,"Gold Investment"
21852,1,4,"M","M",90000,3,59,0,1,3,0.2,4,"Gold Investment"
21853,4,3,"M","F",100000,4,59,0,1,3,0.5,4,"P+B Investment"
21854,5,4,"M","F",130000,3,59,0,0,3,1.0,4,"Gold Investment"
21855,5,0,"M","F",170000,4,59,1,1,3,1.0,4,"P+B Investment"
21856,5,4,"M","M",120000,3,60,0,0,3,1.0,5,"P+B Investment"
21857,5,4,"S","M",150000,3,60,1,0,3,0.0,5,"Private Investment"
21858,5,4,"S","M",160000,4,61,1,0,3,0.0,5,"Gold Investment"
21859,1,5,"S","F",70000,3,62,0,0,3,1.0,5,"CO Investment"
21860,1,5,"M","F",80000,4,62,0,1,3,0.5,3,"Gold Investment"
21861,1,4,"M","F",90000,3,61,0,1,3,1.0,5,"Gold Investment"
21862,1,4,"M","F",90000,3,62,0,1,3,1.0,5,"Gold Investment"
21863,1,4,"S","F",90000,4,62,0,1,3,1.0,5,"CO Investment"
21864,4,3,"S","M",100000,4,61,0,1,3,1.0,3,"Gold Investment"
21865,5,5,"M","F",130000,4,61,0,1,3,1.0,5,"Gold Investment"
21866,0,5,"M","F",80000,2,63,0,1,3,0.5,5,"CO Investment"
21867,0,5,"M","M",90000,2,62,0,0,3,1.0,3,"CO Investment"
21868,4,3,"M","F",100000,4,63,0,1,3,1.0,3,"Gold Investment"
21869,4,3,"M","F",100000,4,63,0,1,3,0.5,5,"CO Investment"
21870,5,5,"M","F",130000,4,63,0,1,3,1.0,4,"CO Investment"
21871,0,0,"S","M",60000,3,33,0,1,1,1.0,4,"Private Investment"
21872,0,0,"S","F",60000,4,34,0,1,1,0.2,4,"Private Investment"
21873,0,0,"M","F",70000,2,35,1,0,1,1.0,4,"Private Investment"
21874,0,0,"M","F",70000,2,34,1,1,1,1.0,4,"Private Investment"
21875,0,0,"S","M",70000,2,34,1,0,1,1.0,4,"Private Investment"
21876,0,0,"S","M",70000,2,34,1,0,1,1.0,4,"Private Investment"
21877,0,0,"S","M",80000,2,34,1,0,1,1.0,4,"Private Investment"
21878,0,0,"M","M",80000,2,34,1,1,1,1.0,4,"Private Investment"
21879,0,0,"S","M",70000,3,36,0,1,1,1.0,4,"Private Investment"
21880,0,0,"M","M",70000,3,36,0,0,1,1.0,4,"Private Investment"
21881,0,0,"S","F",80000,3,34,0,1,1,1.0,4,"Private Investment"
21882,0,0,"S","M",90000,2,35,1,0,1,1.0,4,"Private Investment"
21883,0,0,"S","F",70000,4,36,0,1,1,1.0,4,"Private Investment"
21884,0,0,"M","F",80000,3,37,0,0,1,1.0,4,"Private Investment"
21885,0,0,"S","M",90000,3,35,1,1,1,1.0,4,"Private Investment"
21886,5,0,"S","F",100000,2,36,1,1,1,1.0,4,"Gold Investment"
21887,0,0,"M","F",80000,3,38,0,1,1,1.0,5,"Private Investment"
21888,5,0,"S","M",100000,2,37,1,0,1,1.0,4,"Gold Investment"
21889,5,0,"M","F",110000,3,37,1,1,1,1.0,5,"P+B Investment"
21890,5,0,"M","F",120000,4,37,0,1,1,1.0,5,"CO Investment"
21891,5,0,"M","F",110000,3,38,1,1,1,1.0,4,"Gold Investment"
21892,5,0,"M","F",100000,3,39,1,1,1,1.0,5,"Gold Investment"
21893,5,0,"S","F",100000,4,39,1,1,1,1.0,5,"Gold Investment"
21894,0,0,"S","M",90000,4,39,1,1,1,1.0,5,"Private Investment"
21895,0,0,"S","F",90000,4,40,1,0,1,1.0,4,"Private Investment"
21896,5,0,"M","M",100000,4,40,0,0,1,1.0,4,"Gold Investment"
21897,5,0,"M","M",110000,4,38,1,1,1,1.0,5,"CO Investment"
21898,5,0,"M","M",110000,4,39,0,0,1,1.0,4,"CO Investment"
21899,5,0,"M","F",110000,4,39,1,1,1,1.0,4,"CO Investment"
21900,3,4,"S","M",80000,2,46,0,1,2,0.2,4,"P+B Investment"
21901,5,5,"M","F",90000,3,46,0,1,2,0.0,4,"P+B Investment"
21902,2,2,"S","F",130000,2,46,0,1,2,0.1,4,"Fund Manager+"
21903,2,3,"S","M",70000,0,54,1,0,2,0.5,5,"P+B Investment"
21904,3,4,"M","M",70000,0,54,0,1,2,0.5,4,"P+B Investment"
21905,0,2,"M","M",50000,2,76,0,1,2,0.1,4,"Fund Manager+"
21906,0,2,"M","F",50000,2,76,0,1,2,0.1,5,"Fund Manager+"
21907,0,2,"M","F",60000,2,76,0,1,2,0.5,5,"Fund Manager+"
21908,0,2,"M","F",60000,2,76,0,1,2,0.1,5,"Fund Manager+"
21909,1,1,"M","F",160000,4,76,1,1,2,0.1,5,"Private Investment"
21910,0,0,"S","F",30000,1,36,1,1,3,0.2,5,"P+B Investment"
21911,0,0,"S","F",20000,2,29,0,0,3,0.0,2,"CO Investment"
21912,0,0,"S","F",20000,2,30,1,0,3,0.1,1,"CO Investment"
21913,0,0,"S","M",20000,2,30,0,1,3,0.1,1,"CO Investment"
21914,0,0,"S","F",20000,2,30,0,0,3,0.0,1,"CO Investment"
21915,0,1,"M","M",70000,1,48,1,0,2,0.2,1,"P+B Investment"
21916,3,4,"M","M",40000,2,49,0,1,2,0.0,3,"Gold Investment"
21917,3,4,"M","M",40000,3,49,0,1,2,1.0,3,"Gold Investment"
21918,3,4,"S","F",40000,3,48,0,1,2,0.5,3,"Gold Investment"
21919,0,1,"M","F",60000,1,49,1,1,2,0.2,3,"P+B Investment"
21920,0,1,"M","F",60000,1,49,1,1,2,0.2,3,"P+B Investment"
21921,0,1,"M","M",60000,1,49,1,1,2,0.0,3,"P+B Investment"
21922,0,1,"M","F",60000,1,48,1,1,2,0.2,3,"P+B Investment"
21923,0,1,"M","M",60000,1,49,1,1,2,0.0,3,"P+B Investment"
21924,2,4,"M","M",40000,2,50,1,1,2,0.2,3,"Gold Investment"
21925,0,0,"S","F",40000,1,50,0,1,2,0.0,3,"Private Investment"
21926,0,0,"S","F",60000,1,43,1,0,2,0.2,4,"Fund Manager+"
21927,0,0,"S","F",60000,1,43,1,0,2,0.2,4,"Fund Manager+"
21928,0,0,"S","M",60000,1,43,1,0,2,0.2,4,"Fund Manager+"
21929,0,0,"S","F",60000,1,42,1,1,2,0.2,4,"Fund Manager+"
21930,0,0,"S","F",60000,1,43,1,0,2,0.2,4,"Fund Manager+"
21931,0,1,"M","M",60000,1,50,1,1,2,0.0,4,"P+B Investment"
21932,0,1,"M","M",60000,1,50,1,0,2,0.2,3,"P+B Investment"
21933,3,4,"M","F",60000,0,51,0,1,2,0.2,3,"Private Investment"
21934,3,4,"M","F",60000,0,51,0,1,2,0.0,4,"Private Investment"
21935,3,4,"M","F",60000,0,51,0,1,2,0.0,4,"Private Investment"
21936,3,4,"M","F",60000,0,50,0,0,2,0.0,4,"Private Investment"
21937,3,4,"S","F",60000,0,50,1,0,2,0.2,4,"Private Investment"
21938,3,4,"M","F",60000,1,51,0,1,2,0.2,4,"Private Investment"
21939,0,2,"M","M",70000,1,51,1,1,2,0.2,4,"Fund Manager+"
21940,0,5,"M","M",90000,0,51,1,1,2,0.0,4,"Fund Manager+"
21941,2,3,"S","F",60000,1,52,1,1,2,0.0,4,"Private Investment"
21942,0,5,"M","F",80000,0,52,1,0,2,0.0,4,"Fund Manager+"
21943,4,4,"S","F",80000,0,41,1,1,1,0.0,4,"Fund Manager+"
21944,0,1,"M","F",90000,0,41,1,1,1,0.0,5,"Fund Manager+"
21945,0,1,"S","F",90000,0,41,1,1,1,0.0,5,"Fund Manager+"
21946,0,2,"M","F",90000,0,41,1,1,1,0.1,5,"Private Investment"
21947,0,2,"M","F",90000,0,41,1,1,1,0.0,4,"Private Investment"
21948,0,1,"M","F",100000,0,41,1,1,1,0.0,4,"Fund Manager+"
21949,0,1,"S","M",100000,0,41,1,1,1,0.0,5,"Fund Manager+"
21950,0,1,"S","M",100000,0,41,1,0,1,0.0,5,"Fund Manager+"
21951,4,4,"S","M",80000,1,39,1,1,1,0.0,5,"Fund Manager+"
21952,5,5,"S","F",70000,3,42,0,1,1,1.0,5,"Private Investment"
21953,5,5,"M","M",70000,3,43,0,1,1,1.0,4,"Private Investment"
21954,5,5,"S","F",70000,3,43,0,0,1,1.0,4,"Private Investment"
21955,0,1,"S","F",110000,1,41,1,1,1,0.5,4,"Fund Manager+"
21956,0,1,"S","M",120000,1,40,1,1,1,0.1,5,"Fund Manager+"
21957,0,1,"M","F",120000,1,41,1,0,1,0.2,5,"Fund Manager+"
21958,0,1,"S","F",130000,0,40,1,1,1,0.0,5,"Fund Manager+"
21959,0,1,"M","M",130000,1,41,1,0,1,0.2,5,"Fund Manager+"
21960,5,5,"M","F",70000,4,43,0,1,1,1.0,5,"Private Investment"
21961,5,5,"M","F",70000,4,43,0,0,1,1.0,4,"Private Investment"
21962,5,5,"S","F",80000,2,43,0,1,1,0.0,4,"Fund Manager+"
21963,5,5,"M","F",80000,2,43,0,1,1,0.0,5,"Fund Manager+"
21964,5,5,"M","M",80000,3,43,0,1,1,0.0,5,"Fund Manager+"
21965,5,5,"M","F",80000,3,44,0,1,1,0.0,5,"Private Investment"
21966,0,2,"M","M",90000,0,43,1,1,1,0.2,4,"Private Investment"
21967,2,2,"M","M",60000,1,45,0,1,1,0.2,4,"Private Investment"
21968,0,0,"S","M",70000,1,42,1,1,1,0.0,4,"Private Investment"
21969,0,0,"S","F",70000,1,42,1,0,1,0.0,4,"Private Investment"
21970,3,3,"S","F",60000,2,46,0,0,1,0.5,4,"Private Investment"
21971,4,4,"M","M",60000,2,46,0,1,1,0.5,4,"Private Investment"
21972,4,4,"M","F",60000,2,46,0,1,1,0.0,4,"Private Investment"
21973,4,4,"M","F",60000,3,46,0,0,1,1.0,4,"Private Investment"
21974,0,0,"S","F",70000,1,46,1,0,1,0.5,4,"Private Investment"
21975,5,5,"M","M",60000,3,47,0,1,1,0.5,4,"Private Investment"
21976,2,3,"S","F",60000,2,47,1,1,1,0.0,4,"Private Investment"
21977,0,0,"S","M",70000,1,47,0,0,1,0.5,4,"Private Investment"
21978,4,4,"M","F",90000,0,43,0,0,1,0.0,4,"Private Investment"
21979,0,1,"M","M",60000,1,48,1,1,1,0.5,4,"Private Investment"
21980,0,1,"S","F",60000,1,49,1,1,1,0.5,4,"Private Investment"
21981,0,1,"M","F",60000,1,49,0,1,1,0.5,4,"Private Investment"
21982,0,1,"M","F",60000,1,49,1,1,1,0.0,4,"P+B Investment"
21983,0,1,"M","M",60000,1,49,1,1,1,0.0,3,"P+B Investment"
21984,0,1,"S","F",60000,1,50,1,1,1,0.5,3,"P+B Investment"
21985,0,1,"M","M",60000,1,49,1,1,1,0.5,3,"P+B Investment"
21986,0,1,"S","F",60000,1,50,1,1,1,0.5,3,"P+B Investment"
21987,0,0,"S","M",70000,1,44,1,1,1,0.5,3,"Private Investment"
21988,5,5,"M","F",80000,4,45,0,1,1,0.0,4,"Private Investment"
21989,5,5,"M","M",80000,4,45,0,1,1,0.1,4,"Private Investment"
21990,5,5,"S","M",80000,4,45,0,1,1,0.1,4,"Private Investment"
21991,5,5,"M","F",80000,4,45,0,1,1,0.0,4,"Private Investment"
21992,5,5,"S","M",80000,4,45,0,0,1,0.1,4,"Private Investment"
21993,0,0,"M","M",70000,1,46,0,1,1,0.0,4,"Private Investment"
21994,0,1,"S","F",90000,1,51,1,0,1,0.2,4,"Private Investment"
21995,4,5,"S","F",70000,2,48,0,1,1,0.5,4,"P+B Investment"
21996,0,1,"M","F",60000,1,48,1,1,1,0.0,3,"P+B Investment"
21997,4,5,"M","M",80000,2,52,0,1,1,0.1,3,"Private Investment"
21998,0,2,"M","M",90000,1,51,0,1,1,0.5,4,"Private Investment"
21999,0,2,"M","F",90000,1,52,1,1,1,0.2,4,"Private Investment"
22000,0,4,"M","F",100000,2,52,1,0,1,0.0,5,"Private Investment"
22001,0,1,"S","M",70000,1,52,0,1,1,0.5,5,"P+B Investment"
22002,0,2,"M","F",30000,2,74,0,1,1,0.0,3,"P+B Investment"
22003,0,2,"M","F",40000,1,74,0,0,1,0.5,2,"Private Investment"
22004,0,1,"M","F",60000,1,50,1,1,1,0.5,5,"P+B Investment"
22005,4,5,"M","F",70000,3,50,0,1,1,0.5,3,"P+B Investment"
22006,4,5,"M","M",70000,3,50,0,0,1,0.5,3,"P+B Investment"
22007,0,0,"S","F",30000,2,34,0,1,2,0.5,3,"Gold Investment"
22008,0,0,"S","F",40000,1,35,1,0,2,0.0,3,"Gold Investment"
22009,0,0,"S","M",40000,1,35,0,0,2,0.5,3,"Gold Investment"
22010,0,0,"S","M",40000,2,35,0,1,2,0.5,3,"Gold Investment"
22011,0,0,"S","M",30000,2,29,0,1,2,0.0,3,"Gold Investment"
22012,0,0,"S","F",30000,2,30,0,0,2,0.0,3,"Gold Investment"
22013,0,0,"S","M",30000,2,29,1,0,2,0.0,3,"Gold Investment"
22014,0,0,"S","M",30000,2,30,0,0,2,0.5,3,"Gold Investment"
22015,0,0,"M","F",30000,2,29,0,1,2,0.5,3,"Gold Investment"
22016,0,0,"S","M",30000,2,29,1,1,2,0.0,3,"CO Investment"
22017,0,2,"M","F",30000,2,72,0,0,1,0.5,2,"P+B Investment"
22018,0,2,"M","M",40000,2,73,0,0,1,0.0,2,"Private Investment"
22019,0,0,"M","F",40000,2,32,0,1,2,0.0,5,"Gold Investment"
22020,0,2,"M","M",40000,2,72,0,0,1,0.5,3,"Private Investment"
22021,0,0,"S","M",30000,2,33,0,1,2,0.5,5,"CO Investment"
22022,0,0,"S","M",30000,2,32,0,0,2,0.5,2,"CO Investment"
22023,0,0,"S","M",30000,2,33,0,0,2,0.0,2,"CO Investment"
22024,0,0,"S","M",40000,2,33,0,0,2,0.5,2,"Gold Investment"
22025,0,0,"S","F",40000,2,33,0,1,2,0.0,3,"Gold Investment"
22026,0,0,"M","F",30000,2,31,0,0,2,0.0,3,"CO Investment"
22027,0,0,"S","M",30000,2,31,0,0,2,0.5,2,"CO Investment"
22028,0,2,"M","F",30000,2,70,0,0,1,0.5,2,"P+B Investment"
22029,0,2,"M","F",40000,2,70,0,0,1,0.5,2,"Private Investment"
22030,0,2,"M","F",40000,2,70,1,1,1,0.5,5,"Private Investment"
22031,0,2,"M","M",40000,2,70,1,1,1,0.0,5,"Private Investment"
22032,0,2,"M","M",40000,2,68,1,1,1,0.0,5,"Private Investment"
22033,0,2,"S","M",50000,1,68,1,1,1,0.5,5,"Fund Manager+"
22034,0,0,"M","M",40000,1,34,0,1,2,0.5,5,"P+B Investment"
22035,0,0,"M","M",40000,1,33,0,1,2,0.5,3,"P+B Investment"
22036,0,0,"S","F",40000,2,34,1,1,2,0.1,3,"Gold Investment"
22037,0,0,"M","F",40000,2,35,0,0,2,0.1,3,"Gold Investment"
22038,0,0,"S","F",50000,1,36,0,0,2,0.5,3,"P+B Investment"
22039,0,0,"S","F",50000,1,36,0,1,2,0.5,3,"P+B Investment"
22040,0,0,"M","M",50000,1,35,0,1,2,0.1,3,"P+B Investment"
22041,0,0,"S","F",60000,1,37,1,0,2,0.5,3,"P+B Investment"
22042,0,0,"M","F",70000,2,38,1,0,2,0.5,3,"P+B Investment"
22043,0,0,"S","F",70000,2,38,1,1,2,0.0,3,"P+B Investment"
22044,0,0,"S","M",80000,1,38,1,0,2,0.0,3,"Private Investment"
22045,0,0,"S","M",80000,1,42,1,0,2,0.0,5,"Private Investment"
22046,0,0,"S","F",80000,1,42,1,0,2,0.0,5,"Private Investment"
22047,4,4,"M","M",90000,1,41,0,0,2,0.1,5,"Private Investment"
22048,0,1,"M","F",100000,2,43,1,1,2,0.1,5,"Private Investment"
22049,0,0,"S","M",130000,1,43,0,1,2,1.0,5,"Fund Manager+"
22050,4,4,"S","M",90000,1,42,1,0,2,0.1,5,"Private Investment"
22051,4,4,"S","F",90000,3,41,0,1,2,0.1,5,"P+B Investment"
22052,1,2,"M","M",110000,3,42,0,0,2,0.1,3,"Fund Manager+"
22053,1,1,"S","M",120000,4,41,0,1,2,0.0,5,"Private Investment"
22054,1,1,"S","M",120000,4,42,1,0,2,0.2,5,"Private Investment"
22055,1,1,"M","F",120000,4,42,0,1,2,0.0,5,"Private Investment"
22056,0,0,"M","M",40000,2,31,0,1,2,0.1,5,"Gold Investment"
22057,0,0,"S","M",40000,2,31,0,0,2,0.5,3,"Gold Investment"
22058,0,0,"S","M",40000,2,31,1,1,2,0.1,3,"Gold Investment"
22059,0,0,"M","M",40000,2,32,0,0,2,0.5,3,"Gold Investment"
22060,0,0,"M","M",40000,1,31,0,1,2,0.5,3,"P+B Investment"
22061,0,0,"S","F",60000,2,32,1,1,2,0.1,3,"P+B Investment"
22062,0,0,"S","M",60000,2,32,1,0,2,0.1,3,"P+B Investment"
22063,1,2,"M","F",10000,2,65,0,0,1,0.5,3,"CO Investment"
22064,0,4,"M","M",20000,2,65,0,1,1,0.5,2,"Gold Investment"
22065,0,4,"M","M",20000,2,64,0,1,1,0.1,3,"Gold Investment"
22066,1,1,"M","F",70000,0,39,1,0,2,0.1,3,"Fund Manager+"
22067,1,1,"M","F",70000,0,39,1,1,2,0.0,3,"Fund Manager+"
22068,2,0,"S","M",100000,2,47,0,1,2,0.5,3,"P+B Investment"
22069,2,0,"S","F",100000,2,46,0,1,2,0.5,4,"P+B Investment"
22070,3,4,"M","M",110000,0,47,0,1,2,0.5,4,"Private Investment"
22071,3,4,"S","M",110000,0,46,0,1,2,0.1,5,"Private Investment"
22072,2,2,"S","M",160000,2,47,1,0,2,0.0,5,"Private Investment"
22073,4,5,"M","M",90000,4,47,0,0,2,0.5,5,"P+B Investment"
22074,2,1,"S","M",100000,4,48,1,1,2,0.5,4,"P+B Investment"
22075,3,1,"M","M",110000,1,48,0,1,2,0.5,4,"Private Investment"
22076,3,1,"M","M",110000,2,48,0,1,2,0.1,5,"Private Investment"
22077,3,1,"M","M",110000,3,48,0,1,2,0.5,5,"Private Investment"
22078,3,1,"M","M",120000,4,48,1,1,2,0.5,5,"P+B Investment"
22079,4,5,"M","F",70000,3,48,0,1,2,0.5,4,"P+B Investment"
22080,4,5,"M","F",70000,3,48,0,1,2,0.1,4,"P+B Investment"
22081,2,3,"M","F",100000,4,49,0,1,2,0.1,4,"P+B Investment"
22082,3,1,"S","M",110000,3,48,1,1,2,0.5,4,"Private Investment"
22083,3,1,"M","M",110000,3,49,0,1,2,0.2,5,"Private Investment"
22084,3,1,"M","M",110000,4,49,0,1,2,0.5,5,"P+B Investment"
22085,3,1,"M","F",110000,4,49,0,1,2,0.5,4,"P+B Investment"
22086,3,1,"M","F",110000,4,48,0,1,2,0.5,4,"P+B Investment"
22087,3,1,"M","F",120000,4,48,0,1,2,0.2,4,"Gold Investment"
22088,3,1,"M","F",130000,2,49,1,1,2,0.0,4,"Private Investment"
22089,3,1,"M","M",130000,3,49,1,1,2,0.0,5,"Private Investment"
22090,3,4,"M","F",70000,0,54,0,1,2,0.1,5,"Gold Investment"
22091,2,3,"M","F",80000,1,55,1,1,2,0.5,4,"P+B Investment"
22092,1,2,"M","F",90000,1,55,1,1,2,1.0,4,"Gold Investment"
22093,1,2,"M","F",90000,1,55,1,1,2,1.0,4,"Gold Investment"
22094,1,2,"M","M",90000,1,55,1,1,2,1.0,4,"Gold Investment"
22095,1,2,"S","M",90000,1,54,0,1,2,1.0,4,"Gold Investment"
22096,0,2,"S","M",70000,2,56,0,1,2,0.5,4,"CO Investment"
22097,0,3,"M","M",40000,2,75,0,1,2,0.5,3,"P+B Investment"
22098,0,2,"S","F",50000,2,74,0,1,2,0.1,4,"Fund Manager+"
22099,0,4,"M","M",80000,2,75,1,0,2,0.1,5,"Fund Manager+"
22100,4,5,"M","M",80000,3,50,0,1,2,0.1,5,"P+B Investment"
22101,3,4,"S","F",90000,3,50,0,1,2,0.1,4,"Gold Investment"
22102,3,0,"M","M",100000,1,50,0,0,2,0.1,4,"P+B Investment"
22103,3,3,"M","F",110000,4,50,0,1,2,0.2,4,"P+B Investment"
22104,3,4,"S","M",110000,4,50,1,0,2,0.5,4,"P+B Investment"
22105,4,5,"M","F",120000,2,50,0,1,2,0.2,4,"Gold Investment"
22106,3,1,"M","F",160000,2,50,1,1,2,0.0,4,"P+B Investment"
22107,0,2,"S","M",70000,2,56,0,1,2,0.1,4,"CO Investment"
22108,0,2,"S","M",70000,2,56,0,0,2,0.1,3,"CO Investment"
22109,0,2,"M","M",60000,2,56,1,0,2,0.1,3,"CO Investment"
22110,0,2,"M","M",60000,2,56,0,0,2,0.5,3,"CO Investment"
22111,0,2,"M","F",60000,2,55,1,1,2,0.1,3,"CO Investment"
22112,0,3,"M","F",60000,2,55,1,0,2,0.5,3,"CO Investment"
22113,0,3,"S","F",70000,2,57,1,1,2,0.5,3,"Fund Manager+"
22114,0,3,"M","M",70000,2,57,1,1,2,0.5,5,"Fund Manager+"
22115,0,3,"M","M",70000,2,57,1,1,2,0.1,5,"Fund Manager+"
22116,0,3,"S","M",70000,2,56,1,0,2,0.5,5,"Fund Manager+"
22117,0,3,"M","F",70000,2,57,1,1,2,0.1,5,"Fund Manager+"
22118,0,3,"S","F",70000,2,57,1,1,2,0.5,5,"Fund Manager+"
22119,0,3,"M","F",70000,2,57,1,1,2,0.1,5,"Fund Manager+"
22120,0,3,"M","F",60000,2,56,1,1,2,0.5,5,"Fund Manager+"
22121,0,3,"M","M",40000,2,58,1,1,2,0.1,5,"P+B Investment"
22122,0,3,"M","F",40000,2,57,0,0,2,0.5,4,"P+B Investment"
22123,0,3,"S","F",60000,2,73,0,1,2,1.0,4,"Fund Manager+"
22124,0,3,"M","F",60000,2,73,0,1,2,1.0,5,"Fund Manager+"
22125,0,3,"M","M",60000,2,73,0,1,2,1.0,5,"Fund Manager+"
22126,0,3,"M","F",60000,2,73,0,1,2,0.1,5,"Fund Manager+"
22127,0,3,"M","M",60000,2,71,0,0,2,0.1,5,"Fund Manager+"
22128,0,4,"M","F",70000,2,72,1,1,2,0.1,5,"Fund Manager+"
22129,0,4,"M","F",70000,2,71,1,1,2,1.0,5,"Fund Manager+"
22130,0,5,"M","M",70000,2,72,1,1,2,0.1,5,"Fund Manager+"
